"date","grouping","Troops","troops.mean","troops.med","troops.sd","Police","police.mean","police.median","police.sd","Obvservers","obvservers.mean","obvservers.median","obvservers.sd","Total","total.mean","total.median","total.sd"
1997-03-31,"G4",1939,484.75,488,534.379000959681,266,44.3333333333333,11,59.5975390990825,101,10.1,8,7.38542107428171,2306,153.733333333333,14,337.003702113338
1997-03-31,"None",15583,251.338709677419,52,314.255870665113,1814,23.8684210526316,15,26.9796674579275,1140,5.90673575129534,5,6.05973787744574,18537,71.0229885057471,7,188.425254126332
1997-03-31,"P5",2153,239.222222222222,158,292.592625410218,461,51.2222222222222,37,55.2127199515152,218,9.08333333333333,7.5,6.46002198587366,2832,80.9142857142857,11,175.004432116744
1997-04-30,"A3",1,1,1,NA,100,14.2857142857143,15,11.1012654791287,79,6.07692307692308,4,5.96463939202724,180,12,8,12.5413601449649
1997-04-30,"G4",1742,435.5,392,476.874197247031,278,46.3333333333333,11,64.9481844755238,101,10.1,8,7.38542107428171,2121,141.4,14,302.167124996369
1997-04-30,"None",15630,260.5,52,317.263965380271,1944,24.9230769230769,17,27.3385552543766,1064,5.51295336787565,5,5.17919396106728,18638,71.1374045801527,7,188.778702909426
1997-04-30,"P5",2285,253.888888888889,151,326.789857723754,456,50.6666666666667,44,45.0915734921726,215,8.6,7,6.25166644450368,2956,82.1111111111111,11,189.420737705817
1997-05-31,"A3",1,1,1,NA,111,15.8571428571429,16,10.1230524287979,87,6.69230769230769,4,6.6756349933248,199,13.2666666666667,8,12.4410993236511
1997-05-31,"G4",1533,383.25,387.5,408.711287667305,283,56.6,11,70.1662311942148,78,9.75,8,7.5734498649653,1894,145.692307692308,14,280.157213190316
1997-05-31,"None",15223,253.716666666667,50.5,309.648630376085,1915,25.5333333333333,19,24.0676598831763,917,5.06629834254144,5,4.16013115437583,18055,72.22,7,188.039781529736
1997-05-31,"P5",2186,242.888888888889,151,300.621624490174,476,59.5,39.5,53.1520729336388,204,8.8695652173913,7,6.31235691341764,2866,84.2941176470588,14,181.04034866056
1997-06-30,"A3",1,1,1,NA,110,15.7142857142857,16,10.1441984357938,87,6.69230769230769,4,6.6756349933248,198,13.2,8,12.3704717544874
1997-06-30,"G4",1262,315.5,248.5,343.979166035774,340,68,14,80.6845710157772,78,9.75,8,7.5734498649653,1680,129.230769230769,14,235.516508213385
1997-06-30,"None",14807,259.771929824561,51,313.919406032359,1914,24.8571428571429,18,22.5748545986541,918,5.15730337078652,4.5,4.31106545328118,17639,71.125,7,187.037279241094
1997-06-30,"P5",2157,239.666666666667,151,293.384985982582,565,62.7777777777778,46,71.2210955015748,204,9.27272727272727,7,6.7554691647852,2926,88.6666666666667,15,180.538546207359
1997-07-31,"A3",1,1,1,NA,106,15.1428571428571,16,10.79241356121,86,6.61538461538461,4,6.70246797255137,193,12.8666666666667,8,12.7047047903335
1997-07-31,"G4",963,240.75,247.5,244.264030644437,339,67.8,14,80.4406613597874,77,9.625,7.5,7.65203054284099,1379,106.076923076923,14,176.622696511736
1997-07-31,"None",13260,232.631578947368,46,292.313226790015,1965,27.2916666666667,20,23.85014099229,882,4.95505617977528,4.5,3.94856796571578,16107,65.4756097560976,7,172.087867371775
1997-07-31,"P5",2109,234.333333333333,132,288.794044259919,547,60.7777777777778,36,71.750919467589,203,9.22727272727273,7,6.53876221126073,2859,86.6363636363636,15,177.491517082827
1997-08-31,"A3",1,1,1,NA,105,15,16,10.7082522694727,83,6.38461538461539,4,6.27877989127481,189,11.8125,5.5,12.0455731840927
1997-08-31,"G4",548,137,45.5,204.540134610953,352,70.4,20,78.7229318559719,68,8.5,5.5,8.10643483377778,968,74.4615384615385,13,134.711800636653
1997-08-31,"None",12264,245.28,52,290.79974454695,2041,29.1571428571429,21,27.2059433587087,838,4.78857142857143,4,3.76705099976244,15143,62.5743801652893,6.5,165.857424663487
1997-08-31,"P5",2183,272.875,187.5,308.516930537971,541,60.1111111111111,36,70.2699161171487,188,8.54545454545454,6,6.81543956397652,2912,91,15.5,187.360270515768
1997-09-30,"A3",0,NA,NA,NA,89,14.8333333333333,13,11.7203526681865,71,5.91666666666667,3.5,6.14163634300314,160,11.4285714285714,5,12.7019943056458
1997-09-30,"G4",449,149.666666666667,45,208.71112412455,356,71.2,20,78.3945151142604,64,9.14285714285714,6,7.9880863671798,869,72.4166666666667,12,125.554376726387
1997-09-30,"None",12140,269.777777777778,150,289.715604193373,2003,27.4383561643836,20,24.9053688440921,827,4.89349112426035,5,3.712978236182,14970,62.8991596638655,7,164.628101274505
1997-09-30,"P5",2102,300.285714285714,250,301.697262326389,528,58.6666666666667,35,69.1827290586314,189,8.59090909090909,6.5,6.80097395622471,2819,88.09375,13,181.13555062884
1997-10-31,"A3",0,NA,NA,NA,114,16.2857142857143,19,11.4559196592022,67,6.09090909090909,4,6.26824609367797,181,13.9230769230769,7,13.6042979633983
1997-10-31,"G4",449,149.666666666667,45,208.71112412455,353,70.6,21,75.8340293008357,62,10.3333333333333,8,7.55424825291482,864,78.5454545454545,14,129.971815126483
1997-10-31,"None",11743,273.093023255814,150,285.798948143078,2021,26.5921052631579,20,24.5640266143149,816,4.85714285714286,4,3.59854547177103,14580,60.4979253112033,7,160.029505729447
1997-10-31,"P5",1989,284.142857142857,247,268.29736523208,528,58.6666666666667,43,62.333778964539,184,8.36363636363636,5.5,6.78615856371983,2701,84.40625,13,165.369158761103
1997-11-30,"A3",0,NA,NA,NA,107,15.2857142857143,16,10.6256652452805,70,5.83333333333333,3.5,6.3077633744362,177,12.6428571428571,7,12.6162724158259
1997-11-30,"G4",209,69.6666666666667,45,71.2764570761856,359,71.8,21,77.4641852729376,59,8.42857142857143,6,6.99659781267874,627,52.25,12,71.5416280598544
1997-11-30,"None",11159,265.690476190476,140.5,281.062226257881,2017,25.8589743589744,19,26.7157837285957,813,4.78235294117647,4,3.53423414602878,13989,57.5679012345679,6,154.307646308319
1997-11-30,"P5",1325,189.285714285714,221,154.981412095897,539,59.8888888888889,35,73.3407193250183,185,8.40909090909091,5.5,6.89830269606808,2049,64.03125,13,105.757020471609
1997-12-31,"A3",0,NA,NA,NA,119,13.2222222222222,10,10.1953148281181,63,4.84615384615385,4,4.94715665553042,182,12.1333333333333,8,10.7095862709648
1997-12-31,"G4",209,69.6666666666667,45,71.2764570761856,354,70.8,22,76.1426293215568,49,7,6,5.71547606649408,612,51,12,70.950687100267
1997-12-31,"None",9126,234,125,242.748732990352,2144,25.8313253012048,19,27.3111338312598,782,4.57309941520468,4,3.19359308737127,12052,49.59670781893,7,129.621261350426
1997-12-31,"P5",1337,191,210,157.210050569294,520,57.7777777777778,36,65.1609119368694,185,8.40909090909091,5.5,6.89830269606808,2042,63.8125,13,105.466838543013
1998-01-31,"A3",0,NA,NA,NA,122,13.5555555555556,10,10.619688214716,49,4.45454545454545,4,5.1451654271488,171,11.4,6,10.5681462085701
1998-01-31,"G4",231,77,48,81.467785044151,313,52.1666666666667,20.5,60.1445481042685,36,6,4,5.44058820349418,580,48.3333333333333,12,68.1486788150909
1998-01-31,"None",8002,228.628571428571,104,251.756311412712,2077,25.0240963855422,19,26.830986774766,677,4.33974358974359,4,3.03633224173784,10756,44.8166666666667,6,124.34174686704
1998-01-31,"P5",1126,160.857142857143,129,171.443312858243,389,43.2222222222222,31,35.7273626852647,179,8.52380952380952,5,7.04712031697379,1694,52.9375,11,98.1101873964561
1998-02-28,"A3",0,NA,NA,NA,132,14.6666666666667,10,12.0415945787923,51,4.63636363636364,4,5.16280403022868,183,12.2,6,12.0960442176063
1998-02-28,"G4",212,70.6666666666667,49,70.059498523279,361,60.1666666666667,20.5,72.527006464259,38,6.33333333333333,5,5.27888877195444,611,50.9166666666667,12,70.0421409949147
1998-02-28,"None",7989,215.918918918919,104,247.170136902856,2017,24.0119047619048,16.5,27.0775299400346,663,4.27741935483871,4,2.99249165145678,10669,44.2697095435685,6,122.753368400485
1998-02-28,"P5",1273,181.857142857143,150,174.233969680072,501,55.6666666666667,31,65.9033383069477,178,8.47619047619048,5,7.03291580796363,1952,61,13,107.96086507201
1998-03-31,"A3",0,NA,NA,NA,122,13.5555555555556,10,10.4536011870445,48,4.36363636363636,4,4.86359388256724,170,11.3333333333333,6,10.3831365111667
1998-03-31,"G4",201,67,30,78.3517708797957,362,60.3333333333333,21,72.4228324954684,28,4.66666666666667,4.5,3.20416395751944,591,49.25,12,70.3370134036515
1998-03-31,"None",8002,210.578947368421,78,246.174694242419,1939,23.9382716049383,14,27.1690751034206,661,4.26451612903226,4,3.04741197278626,10602,45.1148936170213,6,124.259823905643
1998-03-31,"P5",1229,175.571428571429,133,175.352841572696,484,53.7777777777778,31,65.8725621518128,172,8.19047619047619,5,6.83826767258381,1885,58.90625,13,106.88322218891
1998-04-30,"A3",0,NA,NA,NA,121,13.4444444444444,10,10.2116491213603,49,4.45454545454545,4,5.1451654271488,170,11.3333333333333,6,10.2933172958178
1998-04-30,"G4",201,67,30,78.3517708797957,363,60.5,21,72.7096967398434,29,4.83333333333333,4.5,3.54494945897211,593,49.4166666666667,12.5,70.4356035143041
1998-04-30,"None",9189,195.510638297872,125,227.959175630049,1938,22.8,11,27.1511641423662,665,4.29032258064516,4,3.08950410414871,11792,47.9349593495935,7,124.378732996582
1998-04-30,"P5",1368,171,167,156.924003444798,453,50.3333333333333,29,54.1894823743501,169,8.45,5,7.35902596529559,1990,62.1875,15.5,103.642822604459
1998-05-31,"A3",1,1,1,NA,121,13.4444444444444,10,10.2116491213603,48,4.36363636363636,3,5.16280403022868,170,11.3333333333333,6,10.4243305140746
1998-05-31,"G4",217,54.25,29.5,70.2109915421605,358,59.6666666666667,18.5,73.3503010673212,26,4.33333333333333,4.5,2.80475786239502,601,50.0833333333333,12,69.8797126670126
1998-05-31,"None",9166,195.021276595745,125,225.005651075092,1947,22.6395348837209,12,27.0541560537586,668,4.30967741935484,4,3.1900163699769,11781,47.6963562753036,7,122.998152982375
1998-05-31,"P5",1364,170.5,167,155.847911210165,493,54.7777777777778,36,60.1805154883576,167,8.35,5,7.43586614075038,2024,63.25,15.5,103.825536047178
1998-06-30,"A3",126,63,63,87.6812408671319,122,13.5555555555556,10,10.4536011870445,47,4.27272727272727,3,5.13986204271883,295,18.4375,6.5,30.2103045333873
1998-06-30,"G4",221,55.25,36.5,63.0310769911689,364,60.6666666666667,18.5,75.048428808781,26,4.33333333333333,4.5,2.80475786239502,611,50.9166666666667,15.5,68.5664353791712
1998-06-30,"None",9176,183.52,116,221.05491422278,1969,21.6373626373626,10,26.6114079478526,682,4.34394904458599,4,3.23584367747875,11827,46.3803921568627,6,120.480862367
1998-06-30,"P5",1273,159.125,167,139.142719639122,520,52,33.5,62.8543289413439,168,8.4,5.5,7.35848954752622,1961,61.28125,15.5,96.2758919929193
1998-07-31,"A3",126,63,63,87.6812408671319,119,13.2222222222222,10,10.6978710239208,48,4.36363636363636,3,5.20139841336399,293,18.3125,5.5,30.2648723770645
1998-07-31,"G4",206,51.5,29,65.5870922260369,313,52.1666666666667,15.5,66.6135621826867,34,4.85714285714286,5,3.23669437485075,553,42.5384615384615,11,61.5841096720783
1998-07-31,"None",9206,184.12,107,220.067766928318,2023,21.752688172043,10,26.8014665051303,661,4.21019108280255,4,3.05511728578789,11890,46.6274509803922,6,120.25575776225
1998-07-31,"P5",1265,158.125,167,137.519284361971,538,53.8,34.5,64.4460153065253,177,7.69565217391304,4,6.94415897524803,1980,56.5714285714286,11,92.878885625087
1998-08-31,"A3",125,125,125,NA,115,12.7777777777778,10,11.1554670204543,49,4.45454545454545,3,5.35469208010389,289,18.0625,6.5,30.3764574410293
1998-08-31,"G4",222,44.4,15,58.9686357312088,309,51.5,14.5,65.9962120125087,33,4.71428571428571,5,3.19970236711092,564,43.3846153846154,14,60.4283852472474
1998-08-31,"None",9245,184.9,115,219.02774495763,2014,21.2,10,26.458558523641,651,4.09433962264151,3,2.96133833247224,11910,46.1627906976744,6,119.415097931424
1998-08-31,"P5",1252,156.5,159.5,138.060028352059,518,51.8,33.5,61.1079191085556,187,8.1304347826087,5,6.67631054772352,1957,55.9142857142857,11,91.8612673381703
1998-09-30,"A3",125,125,125,NA,105,13.125,12.5,11.2432519444205,46,4.18181818181818,3,5.15399227430895,276,18.4,5,31.2839529836898
1998-09-30,"G4",222,44.4,15,58.9686357312088,301,50.1666666666667,11.5,66.1798055804538,34,4.85714285714286,5,3.53216512583861,557,42.8461538461538,14,59.3237531879743
1998-09-30,"None",9273,185.46,116,218.407894938412,1976,20.5833333333333,10,26.0738492370246,652,3.95151515151515,3,2.98125456609777,11901,45.4236641221374,6,118.5119095052
1998-09-30,"P5",1236,154.5,151.5,138.692877559427,523,52.3,32,61.3624025315538,190,8.26086956521739,6,6.66890607974016,1949,55.6857142857143,11,91.526843194825
1998-10-31,"A3",125,125,125,NA,101,14.4285714285714,15,10.7371185280649,46,4.18181818181818,3,5.15399227430895,272,19.4285714285714,10,32.0641527271483
1998-10-31,"G4",207,41.4,15,59.3110445026894,303,50.5,11.5,67.6779136794272,33,4.71428571428571,5,3.19970236711092,543,41.7692307692308,14,60.1888055014577
1998-10-31,"None",9055,181.1,115.5,217.88259804448,1892,22.2588235294118,15,27.6095881125072,638,3.89024390243902,3,2.89914773836352,11585,46.1553784860558,6,119.627637947743
1998-10-31,"P5",1203,171.857142857143,203,140.021937056816,492,61.5,34.5,63.8390834162629,194,8.08333333333333,6,6.62614496532103,1889,55.5588235294118,11,92.8652302015784
1998-11-30,"A3",125,125,125,NA,85,14.1666666666667,15,11.839200423452,48,4,3,4.95433694306862,258,17.2,5,31.4056409855664
1998-11-30,"G4",838,139.666666666667,29.5,239.718724063571,310,44.2857142857143,11,63.8636941350203,32,5.33333333333333,5,3.01109061083632,1180,90.7692307692308,18,168.521588056325
1998-11-30,"None",8648,176.489795918367,107,213.36394205373,1856,22.0952380952381,14.5,27.9317667094098,645,3.95705521472393,3,2.92150327711045,11149,44.596,6,116.117517608595
1998-11-30,"P5",1218,174,203,142.207594733896,476,59.5,35.5,59.4234201064097,195,8.125,6,6.70698856806644,1889,55.5588235294118,11,93.3829493152599
1998-12-31,"A3",125,125,125,NA,85,14.1666666666667,15,11.839200423452,48,4,3,4.95433694306862,258,17.2,5,31.4056409855664
1998-12-31,"G4",838,139.666666666667,29.5,239.718724063571,310,44.2857142857143,11,63.8636941350203,32,5.33333333333333,5,3.01109061083632,1180,90.7692307692308,18,168.521588056325
1998-12-31,"None",8648,176.489795918367,107,213.36394205373,1856,22.0952380952381,14.5,27.9317667094098,645,3.95705521472393,3,2.92150327711045,11149,44.596,6,116.117517608595
1998-12-31,"P5",1218,174,203,142.207594733896,476,59.5,35.5,59.4234201064097,195,8.125,6,6.70698856806644,1889,55.5588235294118,11,93.3829493152599
1999-01-31,"A3",125,125,125,NA,74,12.3333333333333,8.5,12.0775273407543,39,4.33333333333333,3,5.67890834580027,238,19.8333333333333,8,34.535445120875
1999-01-31,"G4",826,137.666666666667,29.5,241.048266259408,286,57.2,10,72.6271299171322,25,4.16666666666667,3.5,3.81663027639129,1137,87.4615384615385,11,169.514805343867
1999-01-31,"None",8626,187.521739130435,125.5,215.914771161672,1606,21.1315789473684,10.5,28.8311600438429,605,3.78125,3,3.08714493285916,10837,45.1541666666667,5.5,118.339227587109
1999-01-31,"P5",1127,225.4,244,116.753158415522,513,64.125,34,69.546361720592,178,7.41666666666667,4.5,7.28856559316009,1818,55.0909090909091,11,93.5619325755551
1999-02-28,"A3",124,124,124,NA,75,10.7142857142857,4,11.7006308336244,38,4.22222222222222,2,5.78311719096582,237,19.75,5.5,34.3170379098938
1999-02-28,"G4",806,134.333333333333,22.5,242.264043280605,278,55.6,10,73.7312688077453,23,3.83333333333333,3,3.60092580688171,1107,85.1538461538462,10,169.93471597148
1999-02-28,"None",8433,183.326086956522,110.5,218.708436493055,1681,21.0125,8,29.8063342813426,559,3.67763157894737,3,3.18024109562167,10673,44.4708333333333,5,118.350019768562
1999-02-28,"P5",1036,207.2,143,119.710901759197,491,61.375,34.5,66.2289049973111,167,7.26086956521739,5,6.36194217990035,1694,51.3333333333333,11,88.4525531947307
1999-03-31,"A3",205,205,205,NA,59,11.8,1,15.3850576859497,35,5,3,6.42910050732864,299,27.1818181818182,5,60.0030302265114
1999-03-31,"G4",813,162.6,30,258.894380008528,266,133,133,43.8406204335659,22,4.4,4,3.50713558335004,1101,100.090909090909,17,181.131142847084
1999-03-31,"None",7813,195.325,121,229.200549010395,1543,24.109375,12.5,31.4315164790788,533,4.23015873015873,4,3.21038987890929,9889,46.6462264150943,5.5,123.71118457716
1999-03-31,"P5",457,91.4,4,136.225181225792,489,69.8571428571429,36,65.7151138664173,162,7.36363636363636,5,6.41831794123703,1108,34.625,11,67.2183490693791
1999-04-30,"A3",328,328,328,NA,58,14.5,11.5,16.3401346383682,37,4.625,2.5,6.04595496415342,423,38.4545454545455,5,96.6575021779103
1999-04-30,"G4",678,135.6,16,269.28107991465,231,77,102,53.113086899558,23,4.6,4,3.91152144312159,932,77.6666666666667,15,174.046145047975
1999-04-30,"None",7609,211.361111111111,126,241.501866633162,1439,23.5901639344262,15,28.1539677779056,543,4.37903225806452,4,3.27739918187043,9591,46.5582524271845,6,126.861722320414
1999-04-30,"P5",552,138,123.5,159.956244016919,485,60.625,35.5,53.622856267507,175,7.95454545454545,5,7.3125936557439,1212,37.875,11,71.696380436825
1999-05-31,"A3",328,328,328,NA,57,19,22,16.7032930884901,37,4.625,2.5,6.04595496415342,422,38.3636363636364,5,96.6956800764881
1999-05-31,"G4",776,155.2,29,275.693126501188,227,56.75,56,59.4943974953384,21,4.2,2,4.08656334834051,1024,85.3333333333333,12.5,181.13698148254
1999-05-31,"None",7640,218.285714285714,126,236.886367823276,1560,24.7619047619048,15,33.7776000817273,548,4.34920634920635,4,3.11465557727967,9748,46.8653846153846,6,125.169300436777
1999-05-31,"P5",579,144.75,123.5,169.576678821116,449,64.1428571428571,37,55.0860798249085,173,7.86363636363636,4.5,7.28531108297769,1201,38.741935483871,11,76.0021788029508
1999-06-30,"A3",329,164.5,164.5,231.223917448001,56,18.6666666666667,22,16.2583311976763,36,5.14285714285714,3,6.3358391032962,421,38.2727272727273,5,96.7006627785879
1999-06-30,"G4",752,150.4,30,263.905854425399,207,41.4,10,52.5004761883166,20,4,2,3.67423461417477,979,75.3076923076923,10,167.796694750614
1999-06-30,"None",7612,205.72972972973,126,234.800228166727,1492,23.3125,15,29.9156884042205,520,4.29752066115702,4,3.12954903060908,9624,45.1830985915493,5,123.106869111471
1999-06-30,"P5",553,184.333333333333,246,161.580733174885,456,65.1428571428571,36,55.3667426392071,159,8.36842105263158,5,7.39527271164033,1168,41.7142857142857,11,76.0340358206416
1999-07-31,"A3",328,328,328,NA,71,11.8333333333333,8,12.0402104079068,37,5.28571428571429,3,6.23736818736572,436,36.3333333333333,5.5,92.379979465578
1999-07-31,"G4",681,136.2,15,270.634809291044,275,55,49,38.7749919406826,19,4.75,4,3.86221007541882,975,75,15,166.804776110678
1999-07-31,"None",7696,135.017543859649,16,211.660230695673,1610,20.379746835443,10,26.2186583579124,592,4.48484848484848,4,3.22794299940415,9898,40.5655737704918,5,115.630743893717
1999-07-31,"P5",560,93.3333333333333,2,143.791052109186,439,43.9,24.5,47.39772615268,184,8.76190476190476,8,6.87680712180269,1183,35.8484848484849,11,69.7352678044444
1999-08-31,"A3",419,419,419,NA,70,11.6666666666667,7,11.5354525991253,40,5.71428571428571,5,6.07492896293956,529,44.0833333333333,6,118.433301776557
1999-08-31,"G4",686,114.333333333333,14.5,247.918266101283,406,50.75,20,58.9715427739758,23,5.75,6,3.77491721763537,1115,69.6875,12.5,153.462142454309
1999-08-31,"None",7540,112.537313432836,6,200.481037292521,2126,18.6491228070175,10,20.5809356135271,602,4.59541984732824,4,3.23628140345865,10268,37.0685920577617,6,108.121638705413
1999-08-31,"P5",575,63.8888888888889,2,124.127398712416,672,51.6923076923077,30,49.8470738281674,185,8.80952380952381,9,6.97580853822012,1432,39.7777777777778,11,70.0008616727011
1999-09-30,"A3",419,419,419,NA,66,11,7,11.3137084989848,41,5.125,4,5.86606463361207,526,40.4615384615385,5,114.095439132199
1999-09-30,"G4",694,138.8,15,269.081214505955,471,67.2857142857143,26,71.5907682263439,35,5,5,3.05505046330389,1200,75,14.5,154.685918342082
1999-09-30,"None",7551,222.088235294118,126,233.827619444268,2350,20.4347826086957,11,23.4625982448597,809,4.21354166666667,3,3.8534983029748,10710,35.7,6,103.953633219488
1999-09-30,"P5",562,281,281,45.254833995939,1036,79.6923076923077,36,116.51279229866,213,7.1,3,7.07277441539277,1811,46.4358974358974,11,92.7276132358116
1999-10-31,"A3",313,313,313,NA,137,19.5714285714286,14,21.0622659659175,52,6.5,4,8.03563492024299,502,38.6153846153846,10,91.7982738232211
1999-10-31,"G4",694,138.8,15,269.081214505955,511,85.1666666666667,68.5,87.7756610152647,44,6.28571428571429,5,4.88924962594076,1249,83.2666666666667,14,161.458737173074
1999-10-31,"None",7613,223.911764705882,126,240.118703933304,2552,21.0909090909091,12,23.8610561375644,865,4.48186528497409,4,4.0273715376894,11030,36.2828947368421,6,105.165305536677
1999-10-31,"P5",559,279.5,279.5,50.2045814642449,1038,69.2,29,112.156268533812,220,6.875,4.5,6.43954516526469,1817,43.2619047619048,10.5,90.1684222276019
1999-11-30,"A3",313,313,313,NA,137,19.5714285714286,14,21.0622659659175,52,6.5,4,8.03563492024299,502,38.6153846153846,10,91.7982738232211
1999-11-30,"G4",694,138.8,15,269.081214505955,511,85.1666666666667,68.5,87.7756610152647,44,6.28571428571429,5,4.88924962594076,1249,83.2666666666667,14,161.458737173074
1999-11-30,"None",7550,222.058823529412,126,241.138077027485,2552,21.0909090909091,12,23.8610561375644,865,4.48186528497409,4,4.0273715376894,10967,36.0756578947368,6,105.049937203677
1999-11-30,"P5",559,279.5,279.5,50.2045814642449,1038,69.2,29,112.156268533812,220,6.875,4.5,6.43954516526469,1817,43.2619047619048,10.5,90.1684222276019
1999-12-31,"A3",1872,936,936,882.469262920811,132,18.8571428571429,11,21.2871523962896,62,6.2,4,5.95911999468975,2066,121.529411764706,11,377.978358779815
1999-12-31,"G4",1689,422.25,324.5,491.173000750923,611,87.2857142857143,87,83.7052652380448,43,6.14285714285714,5,5.04739442447194,2343,146.4375,13,285.241177193383
1999-12-31,"None",8357,269.58064516129,129,276.674872271113,2514,21.6724137931034,11.5,26.1543165818201,946,4.63725490196078,3.5,4.51006365816656,11817,38.3668831168831,6,118.049257402642
1999-12-31,"P5",550,275,275,41.0121933088198,1170,83.5714285714286,51.5,110.331468616315,221,7.12903225806452,3,6.63195263093191,1941,47.3414634146341,11,89.793822102664
2000-01-31,"A3",1746,873,873,972.978930912689,137,19.5714285714286,11,21.1806290657064,63,5.72727272727273,4,5.38685268205673,1946,121.625,12,387.554189759316
2000-01-31,"G4",2091,522.75,324,666.330936297173,614,87.7142857142857,87,81.6858092239492,46,5.75,4.5,4.46414285485707,2751,183.4,14,383.125827894701
2000-01-31,"None",8311,268.096774193548,109,286.664188536426,2712,20.7022900763359,11,23.2540136011262,976,4.69230769230769,4,4.69880635079372,11999,37.380062305296,6,117.532038616056
2000-01-31,"P5",561,280.5,280.5,48.7903679018718,1149,71.8125,40.5,102.404569396748,234,7.54838709677419,4,7.06087204093762,1944,45.2093023255814,11,86.9418410256548
2000-02-28,"A3",1814,604.666666666667,185,827.57617977642,154,22,15,23.7276210354093,63,5.72727272727273,4,5.38685268205673,2031,126.9375,12,385.803830765498
2000-02-28,"G4",2205,441,51,639.601047528848,647,80.875,50,89.3187510308686,48,6.85714285714286,7,4.22013315068658,2900,193.333333333333,31,396.728346545065
2000-02-28,"None",14767,328.155555555556,193,361.417597521177,3212,23.7925925925926,13,27.8736746010571,1792,8.57416267942584,4,54.5947086615433,19771,61.4006211180124,6,183.857720622863
2000-02-28,"P5",563,187.666666666667,247,163.295233651608,1246,77.875,34,117.775421884195,229,7.15625,3.5,6.70151343041738,2038,46.3181818181818,11,93.4782085605362
2000-03-31,"A3",3255,1627.5,1627.5,2199.80919627135,244,30.5,24,24.3310501211929,66,6.6,5,5.44058820349418,3565,237.666666666667,15,816.402445109612
2000-03-31,"G4",2387,477.4,71,704.680282113811,671,83.875,49.5,94.9562869354706,55,7.85714285714286,7,4.52506248312556,3113,207.533333333333,30,435.345161364876
2000-03-31,"None",16003,347.891304347826,238,360.787732500296,3607,28.1796875,15,37.7937697639762,1031,4.93301435406699,4,4.87096095052339,20641,66.3697749196141,7,190.639318930296
2000-03-31,"P5",562,187.333333333333,247,162.912041707583,1304,93.1428571428571,50,135.949570482167,232,7.25,4.5,6.44580383635542,2098,49.9523809523809,11,101.401388449856
2000-04-30,"A3",3255,1627.5,1627.5,2199.80919627135,244,30.5,24,24.3310501211929,66,6.6,5,5.44058820349418,3565,237.666666666667,15,816.402445109612
2000-04-30,"G4",2392,478.4,71,707.721202169329,682,85.25,59.5,93.7348082929404,57,8.14285714285714,9,4.52506248312556,3131,208.733333333333,30,436.570312888128
2000-04-30,"None",17720,369.166666666667,238.5,362.798949852648,3830,28.3703703703704,14,49.2343983532356,1050,5,4,4.93886064772106,22600,71.9745222929936,7,200.772118179466
2000-04-30,"P5",563,112.6,3,151.694759303016,1348,96.2857142857143,67,139.043672481501,231,7.21875,4,6.48936785529148,2142,51,11,102.891133562876
2000-05-31,"A3",3304,1652,1652,2233.04321498712,214,26.75,15.5,25.9766378556909,69,6.9,5,5.60654379572062,3587,239.133333333333,15,829.295214251808
2000-05-31,"G4",4070,814,69,1433.37730552705,1112,139,68,189.550596336252,59,8.42857142857143,10,4.64962876142253,5241,349.4,30,854.013365569549
2000-05-31,"None",19550,383.333333333333,238,410.268773691914,4001,28.5785714285714,13.5,49.9882098123814,1119,5.35406698564593,4,5.34564841135283,24670,77.8233438485804,8,223.825444159819
2000-05-31,"P5",563,112.6,3,152.283616978321,1292,92.2857142857143,69,139.167540739946,234,7.3125,4,6.64509278073046,2089,49.7380952380952,11,102.401900593026
2000-06-30,"A3",3288,1644,1644,2221.72950648813,210,26.25,14.5,26.2936711559482,76,6.90909090909091,5,5.41210763851839,3574,223.375,12.5,799.333211704189
2000-06-30,"G4",3895,779,71,1347.15348049137,1132,141.5,68,190.851475536045,57,7.125,8,4.76407688554966,5084,338.933333333333,30,805.52515848506
2000-06-30,"None",20412,392.538461538462,244,415.971881663703,4312,29.9444444444444,12,52.256197514842,1142,5.36150234741784,4,5.58686309495228,25866,79.3435582822086,8,227.137312055081
2000-06-30,"P5",570,142.5,128.5,163.956294989447,1311,93.6428571428571,73,138.501656276049,231,7.45161290322581,5,6.55661858825324,2112,50.2857142857143,11,102.916799385809
2000-07-31,"A3",3287,1643.5,1643.5,2221.02239970695,252,36,49,24.1453929352993,76,6.90909090909091,5,5.41210763851839,3615,225.9375,14.5,798.359607257281
2000-07-31,"G4",3880,776,71,1349.14695270752,1049,131.125,20.5,196.21084686778,58,7.25,8,4.97852531235046,4987,332.466666666667,28,807.97718025296
2000-07-31,"None",21153,406.788461538462,305,414.499477827361,4388,31.7971014492754,14,55.6694046966043,1137,5.31308411214953,4,5.43939005335307,26678,81.5840978593272,7,229.706223673193
2000-07-31,"P5",579,96.5,6,144.617772075219,1367,97.6428571428571,74.5,141.927179130088,240,7.74193548387097,4,6.92323499497879,2186,52.0476190476191,11,104.647364266145
2000-08-31,"A3",3274,1637,1637,2211.83001155152,258,36.8571428571429,49,23.5402391054734,76,6.90909090909091,5,5.41210763851839,3608,225.5,14.5,795.044065864696
2000-08-31,"G4",3791,758.2,70,1310.63579990782,1039,129.875,20.5,195.77278192552,56,7,8,5.20988072251728,4886,325.733333333333,28,786.186316218696
