"","Date","Mission","Male","Male.mean","Male.med","Male.sd","Female","Female.mean","Female.med","Female.sd","Total","Total.mean","Total.med","Total.sd","female.perc"
"151",2010-06-30,"UNOCI",8394,167.88,7,434.255856116447,130,2.6,0,9.92008887386127,8524,170.48,7,436.587333292936,0.0152510558423275
"152",2010-06-30,"UNTSO",149,6.47826086956522,5,4.20896840327447,4,0.173913043478261,0,0.491026190103531,153,6.65217391304348,7,4.18448102193389,0.0261437908496732
"153",2010-07-31,"BINUB",13,1.18181818181818,1,0.404519917477945,0,0,0,0,13,1.18181818181818,1,0.404519917477945,0
"154",2010-07-31,"MINURCAT",2301,62.1891891891892,8,140.812491127945,32,0.864864864864865,0,2.29930136928302,2333,63.0540540540541,8,141.781511478038,0.0137162451778826
"155",2010-07-31,"MINURSO",208,7.17241379310345,5,6.05963792834688,16,0.551724137931034,0,1.76445472954418,224,7.72413793103448,5,7.0806403651291,0.0714285714285714
"156",2010-07-31,"MINUSTAH",11155,202.818181818182,41,400.110266788076,413,7.50909090909091,2,17.8500676700374,11568,210.327272727273,42,404.667355598235,0.0357019363762102
"157",2010-07-31,"MONUSCO",19231,331.568965517241,18,862.603222647422,454,7.82758620689655,1,29.7074259314888,19685,339.396551724138,21,869.687641842671,0.0230632461264923
"158",2010-07-31,"UNAMA",17,1.21428571428571,1,0.578934223521839,0,0,0,0,17,1.21428571428571,1,0.578934223521839,0
"159",2010-07-31,"UNAMI",234,29.25,2,77.4850215940382,0,0,0,0,234,29.25,2,77.4850215940382,0
"160",2010-07-31,"UNAMID",20877,453.847826086957,50.5,858.762519685967,939,20.4130434782609,2,43.3607995451891,21816,474.260869565217,53,886.891135365744,0.043041804180418
"161",2010-07-31,"UNDOF",1008,168,139.5,153.968828013985,29,4.83333333333333,3,6.49358657959272,1037,172.833333333333,142.5,158.633434895254,0.0279652844744455
"162",2010-07-31,"UNFICYP",846,42.3,6,81.4849679388782,80,4,0,8.3097913077855,926,46.3,7.5,88.157813040025,0.0863930885529158
"163",2010-07-31,"UNIFIL",11248,374.933333333333,120,502.23609871312,465,15.5,3,27.7037903543901,11713,390.433333333333,144,523.314943303798,0.0396994792111329
"164",2010-07-31,"UNMIK",13,1.08333333333333,1,0.288675134594813,1,0.0833333333333333,0,0.288675134594813,14,1.16666666666667,1,0.389249472080761,0.0714285714285714
"165",2010-07-31,"UNMIL",9008,150.133333333333,5.5,475.697328164242,361,6.01666666666667,0.5,20.0486625503173,9369,156.15,7.5,483.566195317908,0.0385313267157648
"166",2010-07-31,"UNMIN",67,3.72222222222222,4,2.19103938685986,5,0.277777777777778,0,0.9582800496696,72,4,4,2,0.0694444444444444
"167",2010-07-31,"UNMIS",10322,149.594202898551,10,455.078542634015,281,4.07246376811594,0,9.78492063236878,10603,153.666666666667,11,458.801016290308,0.0265019334150712
"168",2010-07-31,"UNMIT",1432,37.6842105263158,13.5,59.3610597920064,75,1.97368421052632,0.5,3.34895580422658,1507,39.6578947368421,16,60.7397088673128,0.0497677504976775
"169",2010-07-31,"UNMOGIP",43,5.375,5.5,2.82526863450944,1,0.125,0,0.353553390593274,44,5.5,5.5,2.97609523657138,0.0227272727272727
"170",2010-07-31,"UNOCI",8431,162.134615384615,5.5,426.602953063612,123,2.36538461538462,0,8.75153509481834,8554,164.5,6,428.790707208348,0.0143792377834931
"171",2010-07-31,"UNTSO",146,6.34782608695652,5,4.28112873447024,4,0.173913043478261,0,0.491026190103531,150,6.52173913043478,5,4.26262366088168,0.0266666666666667
"172",2010-08-31,"BINUB",13,1.18181818181818,1,0.404519917477945,0,0,0,0,13,1.18181818181818,1,0.404519917477945,0
"173",2010-08-31,"MINURCAT",2284,63.4444444444444,8,142.082761484675,31,0.861111111111111,0,2.24439336732704,2315,64.3055555555556,8,143.059791584687,0.0133909287257019
"174",2010-08-31,"MINURSO",198,6.82758620689655,5,6.07729360299022,17,0.586206896551724,0,1.763058247545,215,7.41379310344828,5,7.06862909207856,0.0790697674418605
