"","Date","Mission","Type","Male","Male.mean","Male.med","Male.sd","Female","Female.mean","Female.med","Female.sd","Total","Total.mean","Total.med","Total.sd","female.perc"
"169",2010-01-31,"MONUC","Contingent Troops",18447,323.631578947368,0,815.433356118498,375,6.57894736842105,0,25.1608733726034,18822,330.210526315789,0,821.094124951625,0.0199234937838699
"170",2010-01-31,"MONUC","Experts on Mission",687,12.0526315789474,5,12.9661937534161,25,0.43859649122807,0,1.13416967519429,712,12.4912280701754,7,13.1014214155476,0.0351123595505618
"171",2010-01-31,"MONUC","Formed Police Units",870,15.2631578947368,0,66.9726826815524,16,0.280701754385965,0,1.49707316794318,886,15.5438596491228,0,68.2770276613274,0.018058690744921
"172",2010-01-31,"MONUC","Individual Police",281,4.92982456140351,0,8.76245980044336,16,0.280701754385965,0,0.796294677259984,297,5.21052631578947,0,9.28081131402942,0.0538720538720539
"173",2010-01-31,"UNAMA","Contingent Troops",0,0,0,0,0,0,0,0,0,0,0,0,NA
"174",2010-01-31,"UNAMA","Experts on Mission",17,1.0625,1,0.442530601578392,1,0.0625,0,0.25,18,1.125,1,0.5,0.0555555555555556
"175",2010-01-31,"UNAMA","Formed Police Units",0,0,0,0,0,0,0,0,0,0,0,0,NA
"176",2010-01-31,"UNAMA","Individual Police",3,0.1875,0,0.403112887414928,0,0,0,0,3,0.1875,0,0.403112887414928,0
"177",2010-01-31,"UNAMI","Contingent Troops",221,27.625,0,78.1352993211135,0,0,0,0,221,27.625,0,78.1352993211135,0
"178",2010-01-31,"UNAMI","Experts on Mission",11,1.375,1.5,0.744023809142845,0,0,0,0,11,1.375,1.5,0.744023809142845,0
"179",2010-01-31,"UNAMI","Formed Police Units",0,0,0,0,0,0,0,0,0,0,0,0,NA
"180",2010-01-31,"UNAMI","Individual Police",0,0,0,0,0,0,0,0,0,0,0,0,NA
"181",2010-01-31,"UNAMID","Contingent Troops",15291,305.82,2,747.120750560689,393,7.86,0,25.57821936966,15684,313.68,2,764.50988541546,0.0250573833205815
"182",2010-01-31,"UNAMID","Experts on Mission",253,5.06,2,6.02853757607286,11,0.22,0,0.648074069840786,264,5.28,2.5,6.16785610885921,0.0416666666666667
"183",2010-01-31,"UNAMID","Formed Police Units",1723,34.46,0,96.783834457232,83,1.66,0,9.70085205599204,1806,36.12,0,100.405837703283,0.0459579180509413
"184",2010-01-31,"UNAMID","Individual Police",2615,52.3,7,77.2201332528754,246,4.92,0,10.8380282866791,2861,57.22,8.5,84.9211615174297,0.0859839217056973
