"date","tcc.unregion","tcc.continent","n.contributors","troops","police","observers","total"
1997-06-30,"Middle Africa","Africa",1,NA,NA,4,4
1997-06-30,"Northern Africa","Africa",3,1,104,54,159
1997-06-30,"Southern Africa","Africa",1,199,NA,NA,199
1997-06-30,"Western Africa","Africa",8,658,241,85,984
1997-07-31,"Eastern Africa","Africa",3,1206,98,77,1381
1997-07-31,"Middle Africa","Africa",1,NA,NA,4,4
1997-07-31,"Northern Africa","Africa",3,1,90,53,144
1997-07-31,"Southern Africa","Africa",1,196,NA,NA,196
1997-07-31,"Western Africa","Africa",8,658,238,81,977
1997-08-31,"Eastern Africa","Africa",3,1199,103,59,1361
1997-08-31,"Middle Africa","Africa",1,NA,NA,4,4
1997-08-31,"Northern Africa","Africa",2,1,76,53,130
1997-08-31,"Southern Africa","Africa",1,195,NA,NA,195
1997-08-31,"Western Africa","Africa",8,665,252,80,997
1997-09-30,"Eastern Africa","Africa",3,1159,98,58,1315
1997-09-30,"Middle Africa","Africa",1,NA,NA,4,4
1997-09-30,"Northern Africa","Africa",2,NA,80,39,119
1997-09-30,"Southern Africa","Africa",1,194,NA,NA,194
1997-09-30,"Western Africa","Africa",8,656,245,81,982
1997-10-31,"Eastern Africa","Africa",3,1159,107,55,1321
1997-10-31,"Middle Africa","Africa",1,NA,NA,3,3
1997-10-31,"Northern Africa","Africa",2,NA,80,39,119
1997-10-31,"Southern Africa","Africa",1,194,NA,NA,194
1997-10-31,"Western Africa","Africa",9,656,275,78,1009
1997-11-30,"Eastern Africa","Africa",3,1155,112,55,1322
1997-11-30,"Middle Africa","Africa",1,NA,NA,3,3
1997-11-30,"Northern Africa","Africa",2,NA,79,40,119
1997-11-30,"Southern Africa","Africa",1,193,NA,NA,193
1997-11-30,"Western Africa","Africa",9,656,237,80,973
1997-12-31,"Eastern Africa","Africa",3,544,132,53,729
1997-12-31,"Middle Africa","Africa",1,NA,NA,3,3
1997-12-31,"Northern Africa","Africa",2,NA,86,39,125
1997-12-31,"Southern Africa","Africa",1,192,20,9,221
1997-12-31,"Western Africa","Africa",9,656,236,69,961
1998-01-31,"Eastern Africa","Africa",3,246,57,35,338
1998-01-31,"Middle Africa","Africa",1,NA,NA,3,3
1998-01-31,"Northern Africa","Africa",2,NA,87,28,115
1998-01-31,"Southern Africa","Africa",1,192,20,9,221
1998-01-31,"Western Africa","Africa",9,655,238,54,947
1998-02-28,"Eastern Africa","Africa",3,130,56,27,213
1998-02-28,"Middle Africa","Africa",1,NA,NA,3,3
1998-02-28,"Northern Africa","Africa",2,NA,88,28,116
1998-02-28,"Southern Africa","Africa",1,150,19,3,172
1998-02-28,"Western Africa","Africa",9,668,248,56,972
1998-03-31,"Eastern Africa","Africa",3,161,55,27,243
1998-03-31,"Middle Africa","Africa",1,NA,NA,3,3
1998-03-31,"Northern Africa","Africa",2,NA,86,27,113
1998-03-31,"Southern Africa","Africa",1,152,18,3,173
1998-03-31,"Western Africa","Africa",9,656,237,54,947
1998-04-30,"Eastern Africa","Africa",3,168,55,29,252
1998-04-30,"Middle Africa","Africa",3,252,NA,3,255
1998-04-30,"Northern Africa","Africa",2,NA,86,28,114
1998-04-30,"Southern Africa","Africa",1,150,18,3,171
1998-04-30,"Western Africa","Africa",11,1392,221,54,1667
1998-05-31,"Eastern Africa","Africa",3,154,56,26,236
1998-05-31,"Middle Africa","Africa",3,253,NA,2,255
1998-05-31,"Northern Africa","Africa",2,1,84,27,112
1998-05-31,"Southern Africa","Africa",1,150,18,3,171
1998-05-31,"Western Africa","Africa",11,1389,231,56,1676
1998-06-30,"Eastern Africa","Africa",3,16,61,25,102
1998-06-30,"Middle Africa","Africa",3,268,NA,2,270
1998-06-30,"Northern Africa","Africa",2,126,85,27,238
1998-06-30,"Southern Africa","Africa",1,148,29,3,180
1998-06-30,"Western Africa","Africa",12,1390,233,61,1684
1998-07-31,"Eastern Africa","Africa",3,18,60,25,103
1998-07-31,"Middle Africa","Africa",3,251,NA,2,253
1998-07-31,"Northern Africa","Africa",2,126,83,26,235
1998-07-31,"Southern Africa","Africa",1,144,27,3,174
1998-07-31,"Western Africa","Africa",12,1390,257,58,1705
1998-08-31,"Eastern Africa","Africa",3,15,59,25,99
1998-08-31,"Middle Africa","Africa",3,252,NA,2,254
1998-08-31,"Northern Africa","Africa",2,125,79,25,229
1998-08-31,"Southern Africa","Africa",1,140,24,3,167
1998-08-31,"Western Africa","Africa",12,1389,258,60,1707
1998-09-30,"Eastern Africa","Africa",4,12,67,33,112
1998-09-30,"Middle Africa","Africa",3,252,NA,2,254
1998-09-30,"Northern Africa","Africa",2,125,58,30,213
1998-09-30,"Southern Africa","Africa",1,140,21,3,164
1998-09-30,"Western Africa","Africa",12,1392,251,50,1693
1998-10-31,"Eastern Africa","Africa",4,12,68,33,113
1998-10-31,"Middle Africa","Africa",3,254,NA,2,256
1998-10-31,"Northern Africa","Africa",2,125,57,30,212
1998-10-31,"Southern Africa","Africa",1,138,21,3,162
1998-10-31,"Western Africa","Africa",12,1389,248,50,1687
1998-11-30,"Eastern Africa","Africa",4,12,65,32,109
1998-11-30,"Middle Africa","Africa",3,254,NA,2,256
1998-11-30,"Northern Africa","Africa",2,125,56,30,211
1998-11-30,"Southern Africa","Africa",1,136,20,3,159
1998-11-30,"Western Africa","Africa",12,1387,224,52,1663
1998-12-31,"Eastern Africa","Africa",4,12,65,32,109
1998-12-31,"Middle Africa","Africa",3,254,NA,2,256
1998-12-31,"Northern Africa","Africa",2,125,56,30,211
1998-12-31,"Southern Africa","Africa",1,136,20,3,159
1998-12-31,"Western Africa","Africa",12,1387,224,52,1663
1999-01-31,"Eastern Africa","Africa",4,10,31,23,64
1999-01-31,"Middle Africa","Africa",3,252,NA,1,253
1999-01-31,"Northern Africa","Africa",2,125,51,25,201
1999-01-31,"Southern Africa","Africa",1,136,9,3,148
1999-01-31,"Western Africa","Africa",12,1388,220,45,1653
1999-02-28,"Eastern Africa","Africa",4,10,19,18,47
1999-02-28,"Middle Africa","Africa",3,367,NA,1,368
1999-02-28,"Northern Africa","Africa",2,124,47,25,196
1999-02-28,"Southern Africa","Africa",1,7,1,NA,8
1999-02-28,"Western Africa","Africa",12,1376,215,42,1633
1999-03-31,"Eastern Africa","Africa",3,NA,12,15,27
1999-03-31,"Middle Africa","Africa",3,370,1,NA,371
1999-03-31,"Northern Africa","Africa",2,205,42,23,270
1999-03-31,"Western Africa","Africa",11,1391,196,39,1626
1999-04-30,"Eastern Africa","Africa",3,NA,12,15,27
1999-04-30,"Middle Africa","Africa",3,379,1,NA,380
