"date","tcc.unregion","tcc.continent","n.contributors","troops","police","observers","total"
2009-03-31,"Melanesia","Oceania",2,223,70,8,301
2009-03-31,"Micronesia","Oceania",1,NA,2,NA,2
2009-03-31,"Polynesia","Oceania",1,NA,20,NA,20
2009-04-30,"Australia and New Zealand","Oceania",2,7,100,37,144
2009-04-30,"Melanesia","Oceania",2,223,70,8,301
2009-04-30,"Micronesia","Oceania",1,NA,2,NA,2
2009-04-30,"Polynesia","Oceania",1,NA,20,NA,20
2009-05-31,"Australia and New Zealand","Oceania",2,5,99,37,141
2009-05-31,"Melanesia","Oceania",2,221,57,8,286
2009-05-31,"Micronesia","Oceania",1,NA,2,NA,2
2009-05-31,"Polynesia","Oceania",1,NA,20,NA,20
2009-06-30,"Australia and New Zealand","Oceania",2,12,100,37,149
2009-06-30,"Melanesia","Oceania",2,221,57,8,286
2009-06-30,"Micronesia","Oceania",1,NA,2,NA,2
2009-06-30,"Polynesia","Oceania",1,NA,20,NA,20
2009-07-31,"Australia and New Zealand","Oceania",2,12,100,36,148
2009-07-31,"Melanesia","Oceania",2,221,99,7,327
2009-07-31,"Micronesia","Oceania",1,NA,2,NA,2
2009-07-31,"Polynesia","Oceania",1,NA,19,NA,19
2009-08-31,"Australia and New Zealand","Oceania",2,12,100,36,148
2009-08-31,"Melanesia","Oceania",2,221,96,7,324
2009-08-31,"Micronesia","Oceania",1,NA,2,NA,2
2009-08-31,"Polynesia","Oceania",1,NA,19,NA,19
2009-09-30,"Australia and New Zealand","Oceania",2,11,100,34,145
2009-09-30,"Melanesia","Oceania",2,221,96,8,325
2009-09-30,"Micronesia","Oceania",1,NA,2,NA,2
2009-09-30,"Polynesia","Oceania",1,NA,19,NA,19
2009-10-31,"Australia and New Zealand","Oceania",2,19,99,34,152
2009-10-31,"Melanesia","Oceania",2,221,95,7,323
2009-10-31,"Micronesia","Oceania",1,NA,2,NA,2
2009-10-31,"Polynesia","Oceania",1,NA,16,NA,16
2009-11-30,"Australia and New Zealand","Oceania",2,10,98,34,142
2009-11-30,"Melanesia","Oceania",2,221,96,7,324
2009-11-30,"Micronesia","Oceania",1,NA,2,NA,2
2009-11-30,"Polynesia","Oceania",1,NA,16,NA,16
2009-12-31,"Australia and New Zealand","Oceania",2,10,50,36,96
2009-12-31,"Melanesia","Oceania",2,221,89,7,317
2009-12-31,"Micronesia","Oceania",1,NA,2,NA,2
2009-12-31,"Polynesia","Oceania",1,NA,16,NA,16
2010-01-31,"Australia and New Zealand","Oceania",2,10,50,37,97
2010-01-31,"Melanesia","Oceania",2,221,74,7,302
2010-01-31,"Micronesia","Oceania",1,NA,2,NA,2
2010-01-31,"Polynesia","Oceania",1,NA,15,NA,15
2010-02-28,"Australia and New Zealand","Oceania",2,9,100,37,146
2010-02-28,"Melanesia","Oceania",2,221,73,7,301
2010-02-28,"Micronesia","Oceania",1,NA,2,NA,2
2010-02-28,"Polynesia","Oceania",1,NA,15,NA,15
2010-03-31,"Australia and New Zealand","Oceania",2,10,100,37,147
2010-03-31,"Melanesia","Oceania",2,221,76,7,304
2010-03-31,"Micronesia","Oceania",1,NA,2,NA,2
2010-03-31,"Polynesia","Oceania",1,NA,15,NA,15
2010-04-30,"Australia and New Zealand","Oceania",2,10,95,38,143
2010-04-30,"Melanesia","Oceania",2,221,76,7,304
2010-04-30,"Micronesia","Oceania",1,NA,2,NA,2
2010-04-30,"Polynesia","Oceania",1,NA,15,NA,15
2010-05-31,"Australia and New Zealand","Oceania",2,10,96,37,143
2010-05-31,"Melanesia","Oceania",2,221,76,7,304
2010-05-31,"Micronesia","Oceania",1,NA,1,NA,1
2010-05-31,"Polynesia","Oceania",1,NA,14,NA,14
2010-06-30,"Australia and New Zealand","Oceania",2,10,91,37,138
2010-06-30,"Melanesia","Oceania",2,221,81,7,309
2010-06-30,"Micronesia","Oceania",1,NA,1,NA,1
2010-06-30,"Polynesia","Oceania",1,NA,14,NA,14
2010-07-31,"Australia and New Zealand","Oceania",2,10,91,37,138
2010-07-31,"Melanesia","Oceania",2,221,39,7,267
2010-07-31,"Micronesia","Oceania",1,NA,1,NA,1
2010-07-31,"Polynesia","Oceania",1,NA,15,NA,15
2010-08-31,"Australia and New Zealand","Oceania",2,10,88,38,136
2010-08-31,"Melanesia","Oceania",1,221,35,7,263
2010-08-31,"Micronesia","Oceania",1,NA,1,NA,1
2010-08-31,"Polynesia","Oceania",1,NA,15,NA,15
2010-09-30,"Australia and New Zealand","Oceania",2,11,90,38,139
2010-09-30,"Melanesia","Oceania",1,221,35,7,263
2010-09-30,"Micronesia","Oceania",1,NA,1,NA,1
2010-09-30,"Polynesia","Oceania",1,NA,16,NA,16
2010-10-31,"Australia and New Zealand","Oceania",2,10,82,38,130
2010-10-31,"Melanesia","Oceania",1,221,46,7,274
2010-10-31,"Micronesia","Oceania",1,NA,1,NA,1
2010-10-31,"Polynesia","Oceania",1,NA,15,NA,15
