"date","mission.continent","mission.un.region","n.missions","troops","police","observers","total"
2005-04-30,"Asia","Western Asia",5,3894,58,205,4157
2005-04-30,"Europe","Southern Europe",1,0,2992,37,3029
2005-04-30,"South America","Caribbean",1,6207,1288,0,7495
2005-05-31,"Africa","Eastern Africa",2,8283,106,409,8798
2005-05-31,"Africa","Middle Africa",1,15458,162,543,16163
2005-05-31,"Africa","Northern Africa",2,377,32,281,690
2005-05-31,"Africa","Western Africa",3,23698,1357,531,25586
2005-05-31,"Asia","South-Eastern Asia",1,0,7,4,11
2005-05-31,"Asia","Southern Asia",2,0,7,56,63
2005-05-31,"Asia","Western Asia",5,3971,61,156,4188
2005-05-31,"Europe","Southern Europe",1,0,2709,36,2745
2005-05-31,"South America","Caribbean",1,6207,1437,0,7644
2005-06-30,"Africa","Eastern Africa",2,8400,106,405,8911
2005-06-30,"Africa","Middle Africa",1,15562,162,539,16263
2005-06-30,"Africa","Northern Africa",2,987,26,339,1352
2005-06-30,"Africa","Western Africa",3,23766,1357,522,25645
2005-06-30,"Asia","South-Eastern Asia",1,0,8,5,13
2005-06-30,"Asia","Southern Asia",2,0,7,56,63
2005-06-30,"Asia","Western Asia",5,3894,61,171,4126
2005-06-30,"Europe","Southern Europe",1,0,2709,36,2745
2005-06-30,"South America","Caribbean",1,6229,1437,0,7666
2005-07-31,"Africa","Eastern Africa",2,8395,103,396,8894
2005-07-31,"Africa","Middle Africa",1,15558,324,520,16402
2005-07-31,"Africa","Northern Africa",2,1231,76,344,1651
2005-07-31,"Africa","Western Africa",3,23976,1364,513,25853
2005-07-31,"Asia","South-Eastern Asia",1,0,41,15,56
2005-07-31,"Asia","Southern Asia",2,0,7,57,64
2005-07-31,"Asia","Western Asia",5,3900,63,122,4085
2005-07-31,"Europe","Southern Europe",1,0,2612,37,2649
2005-07-31,"South America","Caribbean",1,6264,1401,0,7665
2005-08-31,"Africa","Eastern Africa",2,8427,103,388,8918
2005-08-31,"Africa","Middle Africa",1,15191,324,532,16047
2005-08-31,"Africa","Northern Africa",2,1733,76,346,2155
2005-08-31,"Africa","Western Africa",3,24161,1364,504,26029
2005-08-31,"Asia","Southern Asia",2,0,7,55,62
2005-08-31,"Asia","Western Asia",5,3897,63,142,4102
2005-08-31,"Europe","Southern Europe",1,0,2612,36,2648
2005-08-31,"South America","Caribbean",1,6263,1401,0,7664
2005-09-30,"Africa","Eastern Africa",2,8481,97,374,8952
2005-09-30,"Africa","Middle Africa",1,15369,365,524,16258
2005-09-30,"Africa","Northern Africa",2,2518,107,365,2990
2005-09-30,"Africa","Western Africa",3,23278,1731,493,25502
2005-09-30,"Asia","South-Eastern Asia",1,0,48,15,63
2005-09-30,"Asia","Southern Asia",2,0,7,57,64
2005-09-30,"Asia","Western Asia",5,3973,70,124,4167
2005-09-30,"Europe","Southern Europe",1,0,2233,35,2268
2005-09-30,"South America","Caribbean",1,6595,1509,0,8104
2005-10-31,"Africa","Eastern Africa",2,8444,88,395,8927
2005-10-31,"Africa","Middle Africa",1,15197,300,724,16221
2005-10-31,"Africa","Northern Africa",2,3566,174,430,4170
2005-10-31,"Africa","Western Africa",3,22745,1818,470,25033
2005-10-31,"Asia","South-Eastern Asia",1,0,50,15,65
2005-10-31,"Asia","Southern Asia",2,0,6,56,62
2005-10-31,"Asia","Western Asia",5,3881,81,263,4225
2005-10-31,"Europe","Southern Europe",1,0,2186,36,2222
2005-10-31,"South America","Caribbean",1,7273,1594,0,8867
2005-11-30,"Africa","Eastern Africa",2,8468,87,394,8949
2005-11-30,"Africa","Middle Africa",1,15051,786,724,16561
2005-11-30,"Africa","Northern Africa",2,3666,228,557,4451
2005-11-30,"Africa","Western Africa",3,22301,1792,457,24550
2005-11-30,"Asia","South-Eastern Asia",1,0,56,15,71
2005-11-30,"Asia","Southern Asia",2,0,6,53,59
2005-11-30,"Asia","Western Asia",5,3881,79,124,4084
2005-11-30,"Europe","Southern Europe",1,0,2188,36,2224
2005-11-30,"South America","Caribbean",1,7265,1741,0,9006
2005-12-31,"Africa","Eastern Africa",2,8300,82,389,8771
2005-12-31,"Africa","Middle Africa",1,15046,1038,707,16791
2005-12-31,"Africa","Northern Africa",2,4040,295,662,4997
2005-12-31,"Africa","Western Africa",2,21522,1787,392,23701
2005-12-31,"Asia","South-Eastern Asia",1,0,57,15,72
2005-12-31,"Asia","Southern Asia",2,0,7,53,60
2005-12-31,"Asia","Western Asia",5,3876,81,164,4121
2005-12-31,"Europe","Southern Europe",1,0,2146,37,2183
2005-12-31,"South America","Caribbean",1,7286,1748,0,9034
2006-01-31,"Africa","Eastern Africa",2,8306,87,376,8769
2006-01-31,"Africa","Middle Africa",1,15019,1072,729,16820
2006-01-31,"Africa","Northern Africa",2,5336,399,790,6525
2006-01-31,"Africa","Western Africa",3,21534,1741,410,23685
2006-01-31,"Asia","South-Eastern Asia",1,0,57,15,72
2006-01-31,"Asia","Southern Asia",2,0,8,56,64
2006-01-31,"Asia","Western Asia",6,4034,81,279,4394
2006-01-31,"Europe","Southern Europe",1,0,2150,37,2187
2006-01-31,"South America","Caribbean",1,7519,1776,0,9295
2006-02-28,"Africa","Eastern Africa",2,7545,87,381,8013
2006-02-28,"Africa","Middle Africa",1,15004,1087,712,16803
2006-02-28,"Africa","Northern Africa",2,7086,481,820,8387
2006-02-28,"Africa","Western Africa",3,21571,1742,404,23717
2006-02-28,"Asia","South-Eastern Asia",1,0,56,15,71
2006-02-28,"Asia","Southern Asia",2,0,8,55,63
2006-02-28,"Asia","Western Asia",6,4130,79,279,4488
2006-02-28,"Europe","Southern Europe",1,0,2221,38,2259
2006-02-28,"South America","Caribbean",1,7472,1761,0,9233
2006-03-31,"Africa","Eastern Africa",2,6891,16,381,7288
2006-03-31,"Africa","Middle Africa",1,15004,1100,733,16837
2006-03-31,"Africa","Northern Africa",2,7237,559,822,8618
2006-03-31,"Africa","Western Africa",3,21315,1742,401,23458
2006-03-31,"Asia","South-Eastern Asia",1,0,56,15,71
2006-03-31,"Asia","Southern Asia",2,0,8,55,63
2006-03-31,"Asia","Western Asia",6,3993,80,286,4359
2006-03-31,"Europe","Southern Europe",1,0,2188,38,2226
2006-03-31,"South America","Caribbean",1,7151,1752,0,8903
2006-04-30,"Africa","Eastern Africa",2,6574,16,339,6929
2006-04-30,"Africa","Middle Africa",1,15591,1103,786,17480
2006-04-30,"Africa","Northern Africa",2,8061,602,827,9490
2006-04-30,"Africa","Western Africa",3,21359,1776,385,23520
2006-04-30,"Asia","South-Eastern Asia",1,0,47,15,62
2006-04-30,"Asia","Southern Asia",2,0,8,55,63
2006-04-30,"Asia","Western Asia",6,4017,80,254,4351
2006-04-30,"Europe","Southern Europe",1,0,2134,37,2171
2006-04-30,"South America","Caribbean",1,7054,1716,0,8770
2006-05-31,"Africa","Eastern Africa",2,6539,16,332,6887
2006-05-31,"Africa","Middle Africa",1,15639,1100,780,17519
2006-05-31,"Africa","Northern Africa",2,8517,644,838,9999
2006-05-31,"Africa","Western Africa",3,21298,1742,396,23436
2006-05-31,"Asia","South-Eastern Asia",1,0,35,15,50
2006-05-31,"Asia","Southern Asia",2,0,8,55,63
2006-05-31,"Asia","Western Asia",6,4033,80,226,4339
2006-05-31,"Europe","Southern Europe",1,0,2086,37,2123
2006-05-31,"South America","Caribbean",1,7073,1687,0,8760
2006-06-30,"Africa","Eastern Africa",2,6543,16,324,6883
2006-06-30,"Africa","Middle Africa",1,15854,1105,733,17692
2006-06-30,"Africa","Northern Africa",2,8920,657,860,10437
2006-06-30,"Africa","Western Africa",3,21281,1787,405,23473
2006-06-30,"Asia","South-Eastern Asia",1,0,0,3,3
2006-06-30,"Asia","Southern Asia",2,0,6,55,61
2006-06-30,"Asia","Western Asia",6,4036,79,172,4287
2006-06-30,"Europe","Southern Europe",1,0,1928,37,1965
2006-06-30,"South America","Caribbean",1,6311,1687,0,7998
2006-07-31,"Africa","Eastern Africa",2,5857,15,317,6189
2006-07-31,"Africa","Middle Africa",1,16192,1132,770,18094
2006-07-31,"Africa","Northern Africa",2,8937,659,877,10473
2006-07-31,"Africa","Western Africa",3,21463,1755,398,23616
2006-07-31,"Asia","South-Eastern Asia",1,0,3,6,9
2006-07-31,"Asia","Southern Asia",2,0,3,56,59
2006-07-31,"Asia","Western Asia",6,4078,80,157,4315
2006-07-31,"Europe","Southern Europe",1,0,1977,37,2014
2006-07-31,"South America","Caribbean",1,6499,1622,0,8121
2006-08-31,"Africa","Eastern Africa",2,5238,14,314,5566
2006-08-31,"Africa","Middle Africa",1,16641,1121,774,18536
2006-08-31,"Africa","Northern Africa",2,8943,670,883,10496
2006-08-31,"Africa","Western Africa",3,22445,1955,399,24799
2006-08-31,"Asia","South-Eastern Asia",1,0,589,15,604
2006-08-31,"Asia","Southern Asia",2,0,3,55,58
2006-08-31,"Asia","Western Asia",6,4339,71,147,4557
2006-08-31,"Europe","Southern Europe",1,0,2021,36,2057
2006-08-31,"South America","Caribbean",1,6430,1602,0,8032
2006-09-30,"Africa","Eastern Africa",2,4417,14,292,4723
2006-09-30,"Africa","Middle Africa",1,16627,1107,763,18497
2006-09-30,"Africa","Northern Africa",2,8942,669,895,10506
2006-09-30,"Africa","Western Africa",3,22413,2044,403,24860
2006-09-30,"Asia","South-Eastern Asia",1,0,463,18,481
2006-09-30,"Asia","Southern Asia",2,0,3,55,58
2006-09-30,"Asia","Western Asia",6,7268,77,233,7578
2006-09-30,"Europe","Southern Europe",1,0,1870,37,1907
2006-09-30,"South America","Caribbean",1,6642,1700,0,8342
2006-10-31,"Africa","Eastern Africa",2,4411,14,285,4710
2006-10-31,"Africa","Middle Africa",1,16630,1080,767,18477
2006-10-31,"Africa","Northern Africa",2,8920,666,885,10471
2006-10-31,"Africa","Western Africa",3,22279,2114,410,24803
2006-10-31,"Asia","South-Eastern Asia",1,0,959,31,990
2006-10-31,"Asia","Southern Asia",2,0,3,54,57
2006-10-31,"Asia","Western Asia",6,10840,65,171,11076
2006-10-31,"Europe","Southern Europe",1,0,1893,37,1930
2006-10-31,"South America","Caribbean",1,6652,1682,0,8334
2006-11-30,"Africa","Eastern Africa",2,3719,14,297,4030
2006-11-30,"Africa","Middle Africa",1,16422,1075,776,18273
2006-11-30,"Africa","Northern Africa",2,8759,684,786,10229
2006-11-30,"Africa","Western Africa",3,22183,2106,412,24701
2006-11-30,"Asia","South-Eastern Asia",1,0,949,32,981
2006-11-30,"Asia","Southern Asia",2,0,3,54,57
2006-11-30,"Asia","Western Asia",6,13009,76,284,13369
2006-11-30,"Europe","Southern Europe",1,0,1883,37,1920
2006-11-30,"South America","Caribbean",1,6668,1692,0,8360
2006-12-31,"Africa","Eastern Africa",1,2063,0,222,2285
2006-12-31,"Africa","Middle Africa",1,16487,1075,734,18296
2006-12-31,"Africa","Northern Africa",2,8765,684,775,10224
2006-12-31,"Africa","Western Africa",3,21460,2106,387,23953
2006-12-31,"Asia","South-Eastern Asia",1,0,1099,32,1131
2006-12-31,"Asia","Southern Asia",2,0,3,52,55
2006-12-31,"Asia","Western Asia",6,13687,76,288,14051
2006-12-31,"Europe","Southern Europe",1,0,1960,37,1997
2006-12-31,"South America","Caribbean",1,6684,1692,0,8376
2007-01-31,"Africa","Eastern Africa",1,2057,0,221,2278
2007-01-31,"Africa","Middle Africa",1,16597,1085,735,18417
2007-01-31,"Africa","Northern Africa",2,8768,664,760,10192
2007-01-31,"Africa","Western Africa",3,21654,2184,400,24238
2007-01-31,"Asia","South-Eastern Asia",1,0,1445,32,1477
2007-01-31,"Asia","Southern Asia",2,0,3,56,59
2007-01-31,"Asia","Western Asia",6,14394,76,292,14762
2007-01-31,"Europe","Southern Europe",1,0,1983,36,2019
2007-01-31,"South America","Caribbean",1,6782,1768,0,8550
2007-02-28,"Africa","Eastern Africa",2,1792,11,211,2014
2007-02-28,"Africa","Middle Africa",1,16620,1048,722,18390
2007-02-28,"Africa","Northern Africa",2,8787,648,772,10207
2007-02-28,"Africa","Western Africa",3,21702,2356,418,24476
2007-02-28,"Asia","South-Eastern Asia",1,12,1472,21,1505
2007-02-28,"Asia","Southern Asia",3,0,3,118,121
2007-02-28,"Asia","Western Asia",6,15003,76,293,15372
2007-02-28,"Europe","Southern Europe",1,0,2028,37,2065
2007-02-28,"South America","Caribbean",1,6799,1802,0,8601
2007-03-31,"Africa","Eastern Africa",2,1594,11,205,1810
2007-03-31,"Africa","Middle Africa",1,16594,1029,713,18336
2007-03-31,"Africa","Northern Africa",2,8794,668,794,10256
2007-03-31,"Africa","Western Africa",3,21695,2415,427,24537
2007-03-31,"Asia","South-Eastern Asia",1,0,1555,33,1588
2007-03-31,"Asia","Southern Asia",3,0,3,143,146
2007-03-31,"Asia","Western Asia",6,15139,77,285,15501
2007-03-31,"Europe","Southern Europe",1,0,2025,36,2061
2007-03-31,"South America","Caribbean",1,7023,1813,0,8836
2007-04-30,"Africa","Eastern Africa",2,1495,11,215,1721
2007-04-30,"Africa","Middle Africa",1,16593,1033,731,18357
2007-04-30,"Africa","Northern Africa",2,8828,619,798,10245
2007-04-30,"Africa","Western Africa",3,21708,2387,420,24515
2007-04-30,"Asia","South-Eastern Asia",1,0,1641,33,1674
2007-04-30,"Asia","Southern Asia",3,0,3,155,158
2007-04-30,"Asia","Western Asia",6,15373,77,289,15739
2007-04-30,"Europe","Southern Europe",1,0,2001,38,2039
2007-04-30,"South America","Caribbean",1,7036,1793,0,8829
2007-05-31,"Africa","Eastern Africa",2,1463,11,222,1696
2007-05-31,"Africa","Middle Africa",1,16593,1036,728,18357
2007-05-31,"Africa","Northern Africa",2,8832,639,793,10264
2007-05-31,"Africa","Western Africa",3,21780,2347,415,24542
2007-05-31,"Asia","South-Eastern Asia",1,0,1628,33,1661
2007-05-31,"Asia","Southern Asia",3,0,3,194,197
2007-05-31,"Asia","Western Asia",6,15346,77,287,15710
2007-05-31,"Europe","Southern Europe",1,0,2050,37,2087
2007-05-31,"South America","Caribbean",1,7050,1760,0,8810
2007-06-30,"Africa","Eastern Africa",2,1465,11,223,1699
2007-06-30,"Africa","Middle Africa",1,16619,1036,729,18384
2007-06-30,"Africa","Northern Africa",2,8852,699,795,10346
2007-06-30,"Africa","Western Africa",3,21785,2348,419,24552
2007-06-30,"Asia","South-Eastern Asia",1,0,1628,33,1661
2007-06-30,"Asia","Southern Asia",3,0,3,200,203
2007-06-30,"Asia","Western Asia",6,15409,77,287,15773
2007-06-30,"Europe","Southern Europe",1,0,2136,37,2173
2007-06-30,"South America","Caribbean",1,7065,1760,0,8825
2007-07-31,"Africa","Eastern Africa",2,1467,11,225,1703
2007-07-31,"Africa","Middle Africa",1,16634,1005,729,18368
2007-07-31,"Africa","Northern Africa",2,8834,652,801,10287
2007-07-31,"Africa","Western Africa",3,21758,2340,420,24518
2007-07-31,"Asia","South-Eastern Asia",1,0,1631,33,1664
2007-07-31,"Asia","Southern Asia",3,0,2,213,215
2007-07-31,"Asia","Western Asia",6,15654,73,292,16019
2007-07-31,"Europe","Southern Europe",1,0,2116,40,2156
2007-07-31,"South America","Caribbean",1,7081,1772,0,8853
2007-08-31,"Africa","Eastern Africa",2,1467,12,227,1706
2007-08-31,"Africa","Middle Africa",1,16640,991,644,18275
2007-08-31,"Africa","Northern Africa",2,8837,666,802,10305
2007-08-31,"Africa","Western Africa",3,21791,2305,409,24505
2007-08-31,"Asia","South-Eastern Asia",1,0,1608,32,1640
2007-08-31,"Asia","Southern Asia",3,0,2,214,216
2007-08-31,"Asia","Western Asia",6,15503,79,288,15870
2007-08-31,"Europe","Southern Europe",1,0,1946,40,1986
2007-08-31,"South America","Caribbean",1,7054,1771,0,8825
2007-09-30,"Africa","Eastern Africa",2,1464,12,228,1704
2007-09-30,"Africa","Middle Africa",2,16646,991,718,18355
2007-09-30,"Africa","Northern Africa",2,8835,658,796,10289
2007-09-30,"Africa","Western Africa",3,21796,2356,403,24555
2007-09-30,"Asia","South-Eastern Asia",1,0,1631,37,1668
2007-09-30,"Asia","Southern Asia",3,0,7,213,220
2007-09-30,"Asia","Western Asia",6,15383,79,288,15750
2007-09-30,"Europe","Southern Europe",1,0,2029,40,2069
2007-09-30,"South America","Caribbean",1,7062,1774,0,8836
2007-10-31,"Africa","Eastern Africa",2,1464,12,220,1696
2007-10-31,"Africa","Middle Africa",2,16655,994,736,18385
2007-10-31,"Africa","Northern Africa",2,8856,702,768,10326
2007-10-31,"Africa","Western Africa",3,21155,2335,409,23899
2007-10-31,"Asia","South-Eastern Asia",1,0,1464,32,1496
2007-10-31,"Asia","Southern Asia",3,0,3,212,215
2007-10-31,"Asia","Western Asia",6,15390,79,290,15759
2007-10-31,"Europe","Southern Europe",1,0,1996,40,2036
2007-10-31,"South America","Caribbean",1,7060,1829,0,8889
2007-11-30,"Africa","Eastern Africa",2,1464,12,220,1696
2007-11-30,"Africa","Middle Africa",2,16661,1011,738,18410
2007-11-30,"Africa","Northern Africa",3,8853,885,784,10522
2007-11-30,"Africa","Western Africa",3,21169,2334,408,23911
2007-11-30,"Asia","South-Eastern Asia",1,0,1481,33,1514
2007-11-30,"Asia","Southern Asia",3,0,8,216,224
2007-11-30,"Asia","Western Asia",6,15410,80,291,15781
2007-11-30,"Europe","Southern Europe",1,0,2006,39,2045
2007-11-30,"South America","Caribbean",1,7062,1841,0,8903
2007-12-31,"Africa","Eastern Africa",2,1465,12,226,1703
2007-12-31,"Africa","Middle Africa",2,16614,1065,736,18415
2007-12-31,"Africa","Northern Africa",3,8843,2260,779,11882
2007-12-31,"Africa","Western Africa",3,21148,2351,408,23907
2007-12-31,"Asia","South-Eastern Asia",1,0,1480,33,1513
2007-12-31,"Asia","Southern Asia",3,0,3,211,214
2007-12-31,"Asia","Western Asia",6,15391,84,292,15767
2007-12-31,"Europe","Southern Europe",1,0,1996,39,2035
2007-12-31,"South America","Caribbean",1,7047,1826,0,8873
2008-01-31,"Africa","Eastern Africa",2,1463,12,219,1694
2008-01-31,"Africa","Middle Africa",2,16612,1088,744,18444
2008-01-31,"Africa","Northern Africa",3,15898,2349,946,19193
2008-01-31,"Africa","Western Africa",3,21131,2337,395,23863
2008-01-31,"Asia","South-Eastern Asia",1,0,1444,32,1476
2008-01-31,"Asia","Southern Asia",3,0,3,209,212
2008-01-31,"Asia","Western Asia",6,14582,84,291,14957
2008-01-31,"Europe","Southern Europe",1,0,2010,41,2051
2008-01-31,"South America","Caribbean",1,7066,1927,0,8993
2008-02-28,"Africa","Eastern Africa",2,1465,12,212,1689
2008-02-28,"Africa","Middle Africa",2,16620,1106,741,18467
2008-02-28,"Africa","Northern Africa",3,15954,2450,994,19398
2008-02-28,"Africa","Western Africa",3,20591,2340,395,23326
2008-02-28,"Asia","South-Eastern Asia",1,0,1494,32,1526
2008-02-28,"Asia","Southern Asia",3,0,6,216,222
2008-02-28,"Asia","Western Asia",6,14661,84,291,15036
2008-02-28,"Europe","Southern Europe",1,0,1996,40,2036
2008-02-28,"South America","Caribbean",1,7060,1930,0,8990
2008-03-31,"Africa","Eastern Africa",2,407,10,104,521
2008-03-31,"Africa","Middle Africa",2,16649,1120,724,18493
2008-03-31,"Africa","Northern Africa",3,16106,2374,905,19385
2008-03-31,"Africa","Western Africa",3,20083,2351,403,22837
2008-03-31,"Asia","South-Eastern Asia",1,0,1546,33,1579
2008-03-31,"Asia","Southern Asia",3,0,9,204,213
2008-03-31,"Asia","Western Asia",6,14479,84,291,14854
2008-03-31,"Europe","Southern Europe",1,0,1953,40,1993
2008-03-31,"South America","Caribbean",1,7064,1923,0,8987
2008-04-30,"Africa","Eastern Africa",2,386,8,99,493
2008-04-30,"Africa","Middle Africa",2,16669,1147,735,18551
2008-04-30,"Africa","Northern Africa",3,16134,2353,916,19403
2008-04-30,"Africa","Western Africa",3,19866,2305,408,22579
2008-04-30,"Asia","South-Eastern Asia",1,0,1519,31,1550
2008-04-30,"Asia","Southern Asia",3,0,3,213,216
2008-04-30,"Asia","Western Asia",6,14520,84,290,14894
2008-04-30,"Europe","Southern Europe",1,0,1917,39,1956
2008-04-30,"South America","Caribbean",1,7082,1930,0,9012
2008-05-31,"Africa","Eastern Africa",2,240,8,96,344
2008-05-31,"Africa","Middle Africa",2,16666,1187,720,18573
2008-05-31,"Africa","Northern Africa",3,16343,2445,929,19717
2008-05-31,"Africa","Western Africa",3,19421,2316,400,22137
2008-05-31,"Asia","South-Eastern Asia",1,0,1512,31,1543
2008-05-31,"Asia","Southern Asia",3,0,9,197,206
2008-05-31,"Asia","Western Asia",6,14504,84,292,14880
2008-05-31,"Europe","Southern Europe",1,0,1926,37,1963
2008-05-31,"South America","Caribbean",1,7174,1881,0,9055
2008-06-30,"Africa","Eastern Africa",2,240,9,96,345
2008-06-30,"Africa","Middle Africa",2,16666,1235,718,18619
2008-06-30,"Africa","Northern Africa",3,16411,2505,911,19827
2008-06-30,"Africa","Western Africa",3,19417,2280,405,22102
2008-06-30,"Asia","South-Eastern Asia",1,0,1527,31,1558
2008-06-30,"Asia","Southern Asia",3,0,9,195,204
2008-06-30,"Asia","Western Asia",6,14450,83,285,14818
2008-06-30,"Europe","Southern Europe",1,0,2028,39,2067
2008-06-30,"South America","Caribbean",1,7070,1907,0,8977
2008-07-31,"Africa","Eastern Africa",2,237,9,79,325
2008-07-31,"Africa","Middle Africa",2,16669,1242,710,18621
2008-07-31,"Africa","Northern Africa",3,16697,2498,905,20100
2008-07-31,"Africa","Western Africa",3,19364,2199,397,21960
2008-07-31,"Asia","South-Eastern Asia",1,0,1533,33,1566
2008-07-31,"Asia","Southern Asia",3,0,8,133,141
2008-07-31,"Asia","Western Asia",6,14463,83,287,14833
2008-07-31,"Europe","Southern Europe",1,0,2010,38,2048
2008-07-31,"South America","Caribbean",1,7105,1935,0,9040
2008-08-31,"Africa","Eastern Africa",1,0,9,8,17
2008-08-31,"Africa","Middle Africa",2,16668,1269,710,18647
2008-08-31,"Africa","Northern Africa",3,17103,2465,942,20510
2008-08-31,"Africa","Western Africa",3,19271,2225,398,21894
2008-08-31,"Asia","South-Eastern Asia",1,0,1534,33,1567
2008-08-31,"Asia","Southern Asia",3,0,3,132,135
2008-08-31,"Asia","Western Asia",6,14448,83,285,14816
2008-08-31,"Europe","Southern Europe",1,0,2015,32,2047
2008-08-31,"South America","Caribbean",1,7027,1916,0,8943
2008-09-30,"Africa","Eastern Africa",1,0,10,8,18
2008-09-30,"Africa","Middle Africa",2,16667,1291,747,18705
2008-09-30,"Africa","Northern Africa",3,17031,2645,943,20619
2008-09-30,"Africa","Western Africa",3,19292,2175,401,21868
2008-09-30,"Asia","South-Eastern Asia",1,0,1542,33,1575
2008-09-30,"Asia","Southern Asia",3,0,2,127,129
2008-09-30,"Asia","Western Asia",6,14654,86,281,15021
2008-09-30,"Europe","Southern Europe",1,0,1910,29,1939
2008-09-30,"South America","Caribbean",1,7012,1868,0,8880
2008-10-31,"Africa","Eastern Africa",1,0,10,8,18
2008-10-31,"Africa","Middle Africa",2,16702,1326,769,18797
2008-10-31,"Africa","Northern Africa",3,17683,3035,956,21674
2008-10-31,"Africa","Western Africa",2,19259,2218,399,21876
2008-10-31,"Asia","South-Eastern Asia",1,0,1556,32,1588
2008-10-31,"Asia","Southern Asia",3,0,3,128,131
2008-10-31,"Asia","Western Asia",6,14859,87,288,15234
2008-10-31,"Europe","Southern Europe",1,0,1871,26,1897
2008-10-31,"South America","Caribbean",1,7009,2019,0,9028
2008-11-30,"Africa","Eastern Africa",1,0,12,8,20
2008-11-30,"Africa","Middle Africa",2,16587,1314,762,18663
2008-11-30,"Africa","Northern Africa",3,18494,3213,976,22683
2008-11-30,"Africa","Western Africa",2,18611,2219,391,21221
2008-11-30,"Asia","South-Eastern Asia",1,0,1542,32,1574
2008-11-30,"Asia","Southern Asia",3,0,5,121,126
2008-11-30,"Asia","Western Asia",6,14856,87,295,15238
2008-11-30,"Europe","Southern Europe",1,0,1288,24,1312
2008-11-30,"South America","Caribbean",1,7013,1995,0,9008
2008-12-31,"Africa","Eastern Africa",1,0,12,8,20
2008-12-31,"Africa","Middle Africa",2,16603,1314,784,18701
2008-12-31,"Africa","Northern Africa",3,20940,3452,992,25384
2008-12-31,"Africa","Western Africa",2,18437,2229,377,21043
2008-12-31,"Asia","South-Eastern Asia",1,0,1517,33,1550
2008-12-31,"Asia","Southern Asia",3,0,5,121,126
2008-12-31,"Asia","Western Asia",6,14555,88,293,14936
2008-12-31,"Europe","Southern Europe",1,0,841,22,863
2008-12-31,"South America","Caribbean",1,7016,2053,0,9069
2009-01-31,"Africa","Eastern Africa",1,0,12,8,20
2009-01-31,"Africa","Middle Africa",2,16599,1327,773,18699
2009-01-31,"Africa","Northern Africa",3,21104,3321,963,25388
2009-01-31,"Africa","Western Africa",2,18427,2391,365,21183
2009-01-31,"Asia","South-Eastern Asia",1,0,1502,33,1535
2009-01-31,"Asia","Southern Asia",3,0,7,116,123
2009-01-31,"Asia","Western Asia",6,14860,85,289,15234
2009-01-31,"Europe","Southern Europe",1,0,128,23,151
2009-01-31,"South America","Caribbean",1,7037,2012,0,9049
2009-02-28,"Africa","Eastern Africa",1,0,12,8,20
2009-02-28,"Africa","Middle Africa",2,16625,1321,773,18719
2009-02-28,"Africa","Northern Africa",3,21165,3185,950,25300
2009-02-28,"Africa","Western Africa",2,17947,2359,341,20647
2009-02-28,"Asia","South-Eastern Asia",1,0,1578,33,1611
2009-02-28,"Asia","Southern Asia",3,0,7,120,127
2009-02-28,"Asia","Western Asia",6,14663,81,290,15034
2009-02-28,"Europe","Southern Europe",1,0,55,22,77
2009-02-28,"South America","Caribbean",1,7039,2031,0,9070
2009-03-31,"Africa","Eastern Africa",1,0,7,8,15
2009-03-31,"Africa","Middle Africa",2,18617,1334,783,20734
2009-03-31,"Africa","Northern Africa",3,21485,3077,922,25484
2009-03-31,"Africa","Western Africa",2,17825,2330,326,20481
2009-03-31,"Asia","South-Eastern Asia",1,0,1452,33,1485
2009-03-31,"Asia","Southern Asia",3,0,7,117,124
2009-03-31,"Asia","Western Asia",6,14399,85,290,14774
2009-03-31,"Europe","Southern Europe",1,0,25,19,44
2009-03-31,"South America","Caribbean",1,7044,2011,0,9055
2009-04-30,"Africa","Eastern Africa",1,0,7,8,15
2009-04-30,"Africa","Middle Africa",2,18961,1325,738,21024
2009-04-30,"Africa","Northern Africa",3,21847,3037,923,25807
2009-04-30,"Africa","Western Africa",2,17554,2366,332,20252
2009-04-30,"Asia","South-Eastern Asia",1,0,1426,33,1459
2009-04-30,"Asia","Southern Asia",3,0,7,115,122
2009-04-30,"Asia","Western Asia",6,14492,82,291,14865
2009-04-30,"Europe","Southern Europe",1,0,22,17,39
2009-04-30,"South America","Caribbean",1,7026,2026,0,9052
2009-05-31,"Africa","Eastern Africa",1,0,11,6,17
2009-05-31,"Africa","Middle Africa",2,19396,1315,713,21424
2009-05-31,"Africa","Northern Africa",3,22028,3571,923,26522
2009-05-31,"Africa","Western Africa",2,17690,2398,334,20422
2009-05-31,"Asia","South-Eastern Asia",1,0,1485,33,1518
2009-05-31,"Asia","Southern Asia",3,0,7,117,124
2009-05-31,"Asia","Western Asia",6,14282,82,291,14655
2009-05-31,"Europe","Southern Europe",1,0,21,13,34
2009-05-31,"South America","Caribbean",1,7048,2049,0,9097
2009-06-30,"Africa","Eastern Africa",1,0,11,8,19
2009-06-30,"Africa","Middle Africa",2,19238,1297,721,21256
2009-06-30,"Africa","Northern Africa",3,21799,3612,894,26305
2009-06-30,"Africa","Western Africa",2,17727,2379,326,20432
2009-06-30,"Asia","South-Eastern Asia",1,0,1559,33,1592
2009-06-30,"Asia","Southern Asia",3,0,7,121,128
2009-06-30,"Asia","Western Asia",5,14150,70,163,14383
2009-06-30,"Europe","Southern Europe",1,0,8,13,21
