"date","mission.continent","mission.un.region","n.missions","troops","police","observers","total"
1996-02-29,"Asia","Central Asia",1,0,0,44,44
1996-02-29,"Asia","Southern Asia",1,0,0,44,44
1996-02-29,"Asia","Western Asia",6,7784,35,563,8382
1996-02-29,"Europe","Southern Europe",6,4242,668,171,5081
1996-02-29,"South America","Caribbean",1,4100,298,0,4398
1996-03-31,"Africa","Eastern Africa",1,669,7,27,703
1996-03-31,"Africa","Middle Africa",1,6576,226,336,7138
1996-03-31,"Africa","Northern Africa",1,48,64,240,352
1996-03-31,"Africa","Western Africa",1,8,0,85,93
1996-03-31,"Asia","Central Asia",1,0,0,44,44
1996-03-31,"Asia","Southern Asia",1,0,0,44,44
1996-03-31,"Asia","Western Asia",6,7722,43,551,8316
1996-03-31,"Europe","Southern Europe",5,4493,1412,164,6069
1996-03-31,"South America","Caribbean",1,2502,197,0,2699
1996-04-30,"Africa","Middle Africa",1,6630,234,337,7201
1996-04-30,"Africa","Northern Africa",1,48,44,241,333
1996-04-30,"Africa","Western Africa",1,4,0,34,38
1996-04-30,"Asia","Central Asia",1,0,0,44,44
1996-04-30,"Asia","Southern Asia",1,0,0,44,44
1996-04-30,"Asia","Western Asia",6,7767,35,550,8352
1996-04-30,"Europe","Southern Europe",5,5741,1630,162,7533
1996-04-30,"South America","Caribbean",1,1858,255,0,2113
1996-05-31,"Africa","Middle Africa",1,6713,235,336,7284
1996-05-31,"Africa","Northern Africa",1,48,44,239,331
1996-05-31,"Africa","Western Africa",1,3,0,15,18
1996-05-31,"Asia","Central Asia",1,0,0,44,44
1996-05-31,"Asia","Southern Asia",1,0,0,44,44
1996-05-31,"Asia","Western Asia",6,7682,35,550,8267
1996-05-31,"Europe","Southern Europe",5,6495,1986,161,8642
1996-05-31,"South America","Caribbean",1,1831,292,0,2123
1996-06-30,"Africa","Middle Africa",1,6711,240,343,7294
1996-06-30,"Africa","Northern Africa",1,47,39,248,334
1996-06-30,"Africa","Western Africa",1,3,0,14,17
1996-06-30,"Asia","Central Asia",1,0,0,44,44
1996-06-30,"Asia","Southern Asia",1,0,0,44,44
1996-06-30,"Asia","Western Asia",6,7626,35,538,8199
1996-06-30,"Europe","Southern Europe",5,6155,2075,162,8392
1996-06-30,"South America","Caribbean",1,1831,244,0,2075
1996-07-31,"Africa","Middle Africa",1,6392,254,398,7044
1996-07-31,"Africa","Northern Africa",1,47,26,231,304
1996-07-31,"Africa","Western Africa",1,1,0,12,13
1996-07-31,"Asia","Central Asia",1,0,0,44,44
1996-07-31,"Asia","Southern Asia",1,0,0,44,44
1996-07-31,"Asia","Western Asia",6,7400,33,533,7966
1996-07-31,"Europe","Southern Europe",5,5762,2117,214,8093
1996-07-31,"South America","Caribbean",1,1267,272,0,1539
1996-08-31,"Africa","Middle Africa",1,6670,253,339,7262
1996-08-31,"Africa","Northern Africa",1,47,19,224,290
1996-08-31,"Africa","Western Africa",1,1,0,9,10
1996-08-31,"Asia","Central Asia",1,0,0,43,43
1996-08-31,"Asia","Southern Asia",1,0,0,44,44
1996-08-31,"Asia","Western Asia",6,7634,33,502,8169
1996-08-31,"Europe","Southern Europe",5,5983,2187,160,8330
1996-08-31,"South America","Caribbean",1,1217,271,0,1488
1996-09-30,"Africa","Middle Africa",1,6667,244,342,7253
1996-09-30,"Africa","Northern Africa",1,27,8,216,251
1996-09-30,"Africa","Western Africa",1,1,0,9,10
1996-09-30,"Asia","Central Asia",1,0,0,43,43
1996-09-30,"Asia","Southern Asia",1,0,0,46,46
1996-09-30,"Asia","Western Asia",6,7672,33,499,8204
1996-09-30,"Europe","Southern Europe",5,5850,2151,160,8161
1996-09-30,"South America","Caribbean",1,1272,270,0,1542
1996-10-31,"Africa","Middle Africa",1,6660,237,342,7239
1996-10-31,"Africa","Northern Africa",1,28,9,216,253
1996-10-31,"Africa","Western Africa",1,1,0,13,14
1996-10-31,"Asia","Central Asia",1,0,0,44,44
1996-10-31,"Asia","Southern Asia",1,0,0,46,46
1996-10-31,"Asia","Western Asia",6,7613,35,492,8140
1996-10-31,"Europe","Southern Europe",5,6094,2200,154,8448
1996-10-31,"South America","Caribbean",1,1300,286,0,1586
1996-11-30,"Africa","Middle Africa",1,6663,246,340,7249
1996-11-30,"Africa","Northern Africa",1,27,9,217,253
1996-11-30,"Africa","Western Africa",1,1,0,31,32
1996-11-30,"Asia","Central Asia",1,0,0,44,44
1996-11-30,"Asia","Southern Asia",1,0,0,46,46
1996-11-30,"Asia","Western Asia",6,7650,35,494,8179
1996-11-30,"Europe","Southern Europe",5,5927,2194,160,8281
1996-11-30,"South America","Caribbean",1,1297,291,2,1590
1996-12-31,"Africa","Middle Africa",1,5997,246,345,6588
1996-12-31,"Africa","Northern Africa",1,27,8,208,243
1996-12-31,"Africa","Western Africa",1,7,0,65,72
1996-12-31,"Asia","Central Asia",1,0,0,43,43
1996-12-31,"Asia","Southern Asia",1,0,0,45,45
1996-12-31,"Asia","Western Asia",6,7618,35,484,8137
1996-12-31,"Europe","Southern Europe",5,5882,2192,163,8237
1996-12-31,"South America","Caribbean",1,1282,267,6,1555
1997-01-31,"Africa","Middle Africa",1,6007,251,372,6630
1997-01-31,"Africa","Northern Africa",1,27,30,222,279
1997-01-31,"Africa","Western Africa",1,7,0,66,73
1997-01-31,"Asia","Central Asia",1,0,0,35,35
1997-01-31,"Asia","Southern Asia",1,0,0,44,44
1997-01-31,"Asia","Western Asia",6,7621,35,476,8132
1997-01-31,"Europe","Southern Europe",5,5875,2173,163,8211
1997-01-31,"South America","Caribbean",1,1290,270,6,1566
1997-02-28,"Africa","Middle Africa",1,5331,250,340,5921
1997-02-28,"Africa","Northern Africa",1,26,9,211,246
1997-02-28,"Africa","Western Africa",1,7,0,77,84
1997-02-28,"Asia","Central Asia",1,0,0,28,28
1997-02-28,"Asia","Southern Asia",1,0,0,44,44
1997-02-28,"Asia","Western Asia",6,7631,35,479,8145
1997-02-28,"Europe","Southern Europe",5,5795,2021,163,7979
1997-02-28,"South America","Caribbean",1,1292,262,6,1560
1997-02-28,"South America","Central America",1,0,42,149,191
1997-03-31,"Africa","Middle Africa",1,4942,262,356,5560
1997-03-31,"Africa","Northern Africa",1,26,9,248,283
1997-03-31,"Africa","Western Africa",1,7,0,78,85
1997-03-31,"Asia","Central Asia",1,0,0,24,24
1997-03-31,"Asia","Southern Asia",1,0,0,42,42
1997-03-31,"Asia","Western Asia",6,7558,35,486,8079
1997-03-31,"Europe","Southern Europe",5,5862,2022,163,8047
1997-03-31,"South America","Caribbean",1,1281,268,6,1555
1997-03-31,"South America","Central America",1,0,40,142,182
1997-04-30,"Africa","Middle Africa",1,4668,259,322,5249
1997-04-30,"Africa","Northern Africa",1,27,9,214,250
1997-04-30,"Africa","Western Africa",1,7,0,79,86
1997-04-30,"Asia","Central Asia",1,0,0,23,23
1997-04-30,"Asia","Southern Asia",1,0,0,45,45
1997-04-30,"Asia","Western Asia",6,7666,35,462,8163
1997-04-30,"Europe","Southern Europe",6,5994,2180,163,8337
1997-04-30,"South America","Caribbean",1,1296,262,6,1564
1997-04-30,"South America","Central America",1,0,33,145,178
1997-05-31,"Africa","Middle Africa",1,4435,272,291,4998
1997-05-31,"Africa","Northern Africa",1,27,9,212,248
1997-05-31,"Africa","Western Africa",1,7,0,79,86
1997-05-31,"Asia","Central Asia",1,0,0,21,21
1997-05-31,"Asia","Southern Asia",1,0,0,46,46
1997-05-31,"Asia","Western Asia",6,7680,35,468,8183
1997-05-31,"Europe","Southern Europe",6,5499,2219,163,7881
1997-05-31,"South America","Caribbean",1,1295,250,6,1551
1997-06-30,"Africa","Middle Africa",1,3649,288,283,4220
1997-06-30,"Africa","Northern Africa",1,27,9,214,250
1997-06-30,"Africa","Western Africa",1,7,0,79,86
1997-06-30,"Asia","Central Asia",1,0,0,20,20
1997-06-30,"Asia","Southern Asia",1,0,0,43,43
1997-06-30,"Asia","Western Asia",6,7623,35,480,8138
1997-06-30,"Europe","Southern Europe",5,5625,2370,162,8157
1997-06-30,"South America","Caribbean",1,1296,227,6,1529
1997-07-31,"Africa","Middle Africa",1,3026,289,253,3568
1997-07-31,"Africa","Northern Africa",1,27,2,197,226
1997-07-31,"Africa","Western Africa",1,7,0,79,86
1997-07-31,"Asia","Central Asia",1,0,0,41,41
1997-07-31,"Asia","Southern Asia",1,0,0,44,44
1997-07-31,"Asia","Western Asia",6,7642,35,467,8144
1997-07-31,"Europe","Southern Europe",5,4344,2409,161,6914
1997-07-31,"South America","Caribbean",1,1287,222,6,1515
1997-08-31,"Africa","Middle Africa",1,2610,317,236,3163
1997-08-31,"Africa","Northern Africa",1,27,0,201,228
1997-08-31,"Africa","Western Africa",1,0,0,21,21
1997-08-31,"Asia","Central Asia",1,0,0,44,44
1997-08-31,"Asia","Southern Asia",1,0,0,44,44
1997-08-31,"Asia","Western Asia",6,7650,35,468,8153
1997-08-31,"Europe","Southern Europe",5,3530,2461,162,6153
1997-08-31,"South America","Caribbean",1,1179,226,1,1406
1997-09-30,"Africa","Middle Africa",1,2482,310,238,3030
1997-09-30,"Africa","Northern Africa",1,21,0,200,221
1997-09-30,"Asia","Central Asia",1,0,0,44,44
1997-09-30,"Asia","Southern Asia",1,0,0,44,44
1997-09-30,"Asia","Western Asia",6,7627,35,469,8131
1997-09-30,"Europe","Southern Europe",5,3425,2390,156,5971
1997-09-30,"South America","Caribbean",1,1136,241,0,1377
1997-10-31,"Africa","Middle Africa",1,2468,344,224,3036
1997-10-31,"Africa","Northern Africa",1,21,0,199,220
1997-10-31,"Asia","Central Asia",1,0,0,44,44
1997-10-31,"Asia","Southern Asia",1,0,0,44,44
1997-10-31,"Asia","Western Asia",6,7766,35,461,8262
1997-10-31,"Europe","Southern Europe",5,2756,2407,157,5320
1997-10-31,"South America","Caribbean",1,1170,230,0,1400
1997-11-30,"Africa","Middle Africa",1,2225,346,219,2790
1997-11-30,"Africa","Northern Africa",1,21,11,202,234
1997-11-30,"Asia","Central Asia",1,0,0,44,44
1997-11-30,"Asia","Southern Asia",1,0,0,44,44
1997-11-30,"Asia","Western Asia",6,7607,37,455,8099
1997-11-30,"Europe","Southern Europe",5,1647,2472,163,4282
1997-11-30,"South America","Caribbean",1,1193,156,0,1349
1997-12-31,"Africa","Middle Africa",1,1558,361,164,2083
1997-12-31,"Africa","Northern Africa",1,21,68,200,289
1997-12-31,"Asia","Central Asia",1,0,0,59,59
1997-12-31,"Asia","Southern Asia",1,0,0,46,46
1997-12-31,"Asia","Western Asia",6,7626,35,451,8112
1997-12-31,"Europe","Southern Europe",4,1467,2387,159,4013
1997-12-31,"South America","Caribbean",2,0,286,0,286
1998-01-31,"Africa","Middle Africa",1,1202,341,115,1658
1998-01-31,"Africa","Northern Africa",1,21,78,202,301
1998-01-31,"Asia","Central Asia",1,0,0,56,56
1998-01-31,"Asia","Southern Asia",1,0,0,44,44
1998-01-31,"Asia","Western Asia",6,7645,35,453,8133
1998-01-31,"Europe","Southern Europe",4,491,2161,71,2723
1998-01-31,"South America","Caribbean",2,0,286,0,286
1998-02-28,"Africa","Middle Africa",1,905,347,101,1353
1998-02-28,"Africa","Northern Africa",1,21,78,203,302
1998-02-28,"Asia","Central Asia",1,0,0,62,62
1998-02-28,"Asia","Southern Asia",1,0,0,44,44
1998-02-28,"Asia","Western Asia",6,7658,35,454,8147
1998-02-28,"Europe","Southern Europe",4,890,2258,66,3214
1998-02-28,"South America","Caribbean",2,0,293,0,293
1998-03-31,"Africa","Middle Africa",1,945,338,93,1376
1998-03-31,"Africa","Northern Africa",1,21,78,196,295
1998-03-31,"Asia","Central Asia",1,0,0,68,68
1998-03-31,"Asia","Southern Asia",1,0,0,44,44
1998-03-31,"Asia","Western Asia",6,7683,34,442,8159
1998-03-31,"Europe","Southern Europe",4,783,2170,66,3019
1998-03-31,"South America","Caribbean",2,0,287,0,287
1998-04-30,"Africa","Middle Africa",2,2264,354,94,2712
1998-04-30,"Africa","Northern Africa",1,27,78,200,305
1998-04-30,"Asia","Central Asia",1,0,0,69,69
1998-04-30,"Asia","Southern Asia",1,0,0,44,44
1998-04-30,"Asia","Western Asia",6,7681,35,439,8155
1998-04-30,"Europe","Southern Europe",4,786,2122,66,2974
1998-04-30,"South America","Caribbean",1,0,286,0,286
1998-05-31,"Africa","Middle Africa",2,2252,351,88,2691
1998-05-31,"Africa","Northern Africa",1,61,78,200,339
1998-05-31,"Asia","Central Asia",1,0,0,74,74
1998-05-31,"Asia","Southern Asia",1,0,0,43,43
1998-05-31,"Asia","Western Asia",6,7647,35,438,8120
1998-05-31,"Europe","Southern Europe",4,788,2163,66,3017
1998-05-31,"South America","Caribbean",1,0,292,0,292
1998-06-30,"Africa","Middle Africa",2,2215,423,88,2726
1998-06-30,"Africa","Northern Africa",1,117,78,202,397
1998-06-30,"Asia","Central Asia",1,0,1,81,82
1998-06-30,"Asia","Southern Asia",1,0,0,43,43
1998-06-30,"Asia","Western Asia",6,7682,34,442,8158
1998-06-30,"Europe","Southern Europe",4,782,2148,67,2997
1998-06-30,"South America","Caribbean",1,0,291,0,291
1998-07-31,"Africa","Middle Africa",2,2172,422,87,2681
1998-07-31,"Africa","Northern Africa",1,204,78,201,483
1998-07-31,"Africa","Western Africa",1,0,0,10,10
1998-07-31,"Asia","Central Asia",1,0,1,75,76
1998-07-31,"Asia","Southern Asia",1,0,0,44,44
1998-07-31,"Asia","Western Asia",6,7654,35,438,8127
1998-07-31,"Europe","Southern Europe",4,773,2163,65,3001
1998-07-31,"South America","Caribbean",1,0,294,0,294
1998-08-31,"Africa","Middle Africa",2,2125,404,90,2619
1998-08-31,"Africa","Northern Africa",1,248,79,201,528
1998-08-31,"Africa","Western Africa",1,15,0,18,33
1998-08-31,"Asia","Central Asia",1,0,2,70,72
1998-08-31,"Asia","Southern Asia",1,0,0,46,46
1998-08-31,"Asia","Western Asia",6,7644,35,429,8108
1998-08-31,"Europe","Southern Europe",4,812,2145,66,3023
1998-08-31,"South America","Caribbean",1,0,291,0,291
1998-09-30,"Africa","Middle Africa",2,2105,395,87,2587
1998-09-30,"Africa","Northern Africa",1,250,81,200,531
1998-09-30,"Africa","Western Africa",1,15,2,38,55
1998-09-30,"Asia","Central Asia",1,0,2,35,37
1998-09-30,"Asia","Southern Asia",1,0,0,45,45
1998-09-30,"Asia","Western Asia",6,7627,33,451,8111
1998-09-30,"Europe","Southern Europe",4,859,2111,66,3036
1998-09-30,"South America","Caribbean",1,0,281,0,281
1998-10-31,"Africa","Middle Africa",2,2082,383,87,2552
1998-10-31,"Africa","Northern Africa",1,184,76,201,461
1998-10-31,"Africa","Western Africa",1,15,2,41,58
1998-10-31,"Asia","Central Asia",1,0,2,30,32
1998-10-31,"Asia","Southern Asia",1,0,0,45,45
1998-10-31,"Asia","Western Asia",6,7469,33,444,7946
1998-10-31,"Europe","Southern Europe",4,840,2006,63,2909
1998-10-31,"South America","Caribbean",1,0,286,0,286
1998-11-30,"Africa","Middle Africa",2,2060,360,90,2510
1998-11-30,"Africa","Northern Africa",1,183,43,200,426
1998-11-30,"Africa","Western Africa",1,15,4,41,60
1998-11-30,"Asia","Central Asia",1,0,2,31,33
1998-11-30,"Asia","Southern Asia",1,0,0,45,45
1998-11-30,"Asia","Western Asia",6,7722,35,452,8209
1998-11-30,"Europe","Southern Europe",3,849,1999,61,2909
1998-11-30,"South America","Caribbean",1,0,284,0,284
1998-12-31,"Africa","Middle Africa",2,2060,360,90,2510
1998-12-31,"Africa","Northern Africa",1,183,43,200,426
1998-12-31,"Africa","Western Africa",1,15,4,41,60
1998-12-31,"Asia","Central Asia",1,0,2,31,33
1998-12-31,"Asia","Southern Asia",1,0,0,45,45
1998-12-31,"Asia","Western Asia",6,7722,35,452,8209
1998-12-31,"Europe","Southern Europe",3,849,1999,61,2909
1998-12-31,"South America","Caribbean",1,0,284,0,284
1999-01-31,"Africa","Middle Africa",2,1960,177,61,2198
1999-01-31,"Africa","Northern Africa",1,37,26,199,262
1999-01-31,"Africa","Western Africa",1,2,0,6,8
1999-01-31,"Asia","Central Asia",1,0,2,25,27
1999-01-31,"Asia","Southern Asia",1,0,0,45,45
1999-01-31,"Asia","Western Asia",6,7656,35,447,8138
1999-01-31,"Europe","Southern Europe",3,1049,1956,64,3069
1999-01-31,"South America","Caribbean",1,0,283,0,283
1999-02-28,"Africa","Middle Africa",2,1795,76,38,1909
1999-02-28,"Africa","Northern Africa",1,39,70,190,299
1999-02-28,"Africa","Western Africa",1,1,0,6,7
1999-02-28,"Asia","Central Asia",1,0,3,24,27
1999-02-28,"Asia","Southern Asia",1,0,0,45,45
1999-02-28,"Asia","Western Asia",6,7516,35,435,7986
1999-02-28,"Europe","Southern Europe",3,1048,2069,49,3166
1999-02-28,"South America","Caribbean",1,0,272,0,272
1999-03-31,"Africa","Middle Africa",2,1655,33,13,1701
1999-03-31,"Africa","Northern Africa",1,7,6,190,203
1999-03-31,"Africa","Western Africa",1,0,0,12,12
1999-03-31,"Asia","Central Asia",1,0,2,25,27
1999-03-31,"Asia","Southern Asia",1,0,0,45,45
1999-03-31,"Asia","Western Asia",6,7548,35,443,8026
1999-03-31,"Europe","Southern Europe",3,78,2004,24,2106
1999-03-31,"South America","Caribbean",1,0,277,0,277
1999-04-30,"Africa","Middle Africa",2,1404,30,12,1446
1999-04-30,"Africa","Northern Africa",1,27,38,201,266
1999-04-30,"Africa","Western Africa",1,2,0,15,17
1999-04-30,"Asia","Central Asia",1,0,2,29,31
1999-04-30,"Asia","Southern Asia",1,0,0,45,45
1999-04-30,"Asia","Western Asia",6,7730,34,449,8213
1999-04-30,"Europe","Southern Europe",2,4,1830,27,1861
1999-04-30,"South America","Caribbean",1,0,279,0,279
1999-05-31,"Africa","Middle Africa",2,1598,31,12,1641
1999-05-31,"Africa","Northern Africa",1,27,32,207,266
1999-05-31,"Africa","Western Africa",1,2,0,18,20
1999-05-31,"Asia","Central Asia",1,0,2,30,32
1999-05-31,"Asia","Southern Asia",1,0,0,45,45
1999-05-31,"Asia","Western Asia",6,7692,34,440,8166
1999-05-31,"Europe","Southern Europe",2,4,1914,27,1945
1999-05-31,"South America","Caribbean",1,0,280,0,280
1999-06-30,"Africa","Middle Africa",2,1728,24,7,1759
1999-06-30,"Africa","Northern Africa",1,27,31,207,265
1999-06-30,"Africa","Western Africa",1,2,0,30,32
1999-06-30,"Asia","Central Asia",1,0,2,32,34
1999-06-30,"Asia","Southern Asia",1,0,0,47,47
1999-06-30,"Asia","Western Asia",6,7480,35,385,7900
1999-06-30,"Europe","Southern Europe",3,8,1828,27,1863
1999-06-30,"South America","Caribbean",1,1,291,0,292
1999-07-31,"Africa","Middle Africa",2,1539,26,6,1571
1999-07-31,"Africa","Northern Africa",1,27,81,218,326
1999-07-31,"Africa","Western Africa",1,2,0,46,48
1999-07-31,"Asia","Central Asia",1,0,2,31,33
1999-07-31,"Asia","Southern Asia",1,0,0,46,46
1999-07-31,"Asia","Western Asia",6,7663,35,451,8149
1999-07-31,"Europe","Southern Europe",3,34,1969,34,2037
1999-07-31,"South America","Caribbean",1,0,282,0,282
1999-08-31,"Africa","Middle Africa",2,1434,25,5,1464
1999-08-31,"Africa","Northern Africa",1,27,80,220,327
1999-08-31,"Africa","Western Africa",1,2,0,71,73
1999-08-31,"Asia","Central Asia",1,0,2,36,38
1999-08-31,"Asia","South-Eastern Asia",1,66,288,0,354
1999-08-31,"Asia","Southern Asia",1,0,0,45,45
1999-08-31,"Asia","Western Asia",6,7653,35,446,8134
1999-08-31,"Europe","Southern Europe",3,38,2516,27,2581
1999-08-31,"South America","Caribbean",1,0,279,0,279
1999-08-31,"South America","Central America",1,0,49,0,49
1999-09-30,"Africa","Middle Africa",3,1562,25,34,1621
1999-09-30,"Africa","Northern Africa",1,27,80,219,326
1999-09-30,"Africa","Western Africa",1,15,0,124,139
1999-09-30,"Asia","Central Asia",1,0,2,38,40
1999-09-30,"Asia","South-Eastern Asia",1,0,194,114,308
1999-09-30,"Asia","Southern Asia",1,0,0,46,46
1999-09-30,"Asia","Western Asia",6,7622,35,437,8094
1999-09-30,"Europe","Southern Europe",3,0,3252,66,3318
1999-09-30,"South America","Caribbean",1,0,286,0,286
1999-09-30,"South America","Central America",1,0,49,20,69
1999-10-31,"Africa","Middle Africa",3,1108,25,39,1172
1999-10-31,"Africa","Northern Africa",1,340,80,223,643
1999-10-31,"Africa","Western Africa",1,15,0,192,207
1999-10-31,"Asia","Central Asia",1,0,2,38,40
1999-10-31,"Asia","South-Eastern Asia",1,0,193,121,314
1999-10-31,"Asia","Southern Asia",1,0,0,46,46
1999-10-31,"Asia","Western Asia",6,7716,35,427,8178
1999-10-31,"Europe","Southern Europe",3,0,3568,65,3633
1999-10-31,"South America","Caribbean",1,0,285,10,295
1999-10-31,"South America","Central America",1,0,50,20,70
1999-11-30,"Africa","Middle Africa",3,1045,25,39,1109
1999-11-30,"Africa","Northern Africa",1,340,80,223,643
1999-11-30,"Africa","Western Africa",1,15,0,192,207
1999-11-30,"Asia","Central Asia",1,0,2,38,40
1999-11-30,"Asia","South-Eastern Asia",1,0,193,121,314
1999-11-30,"Asia","Southern Asia",1,0,0,46,46
1999-11-30,"Asia","Western Asia",6,7716,35,427,8178
1999-11-30,"Europe","Southern Europe",3,0,3568,65,3633
1999-11-30,"South America","Caribbean",1,0,285,10,295
1999-11-30,"South America","Central America",1,0,50,20,70
1999-12-31,"Africa","Middle Africa",3,803,17,85,905
1999-12-31,"Africa","Northern Africa",1,27,84,191,302
1999-12-31,"Africa","Western Africa",1,4197,4,228,4429
1999-12-31,"Asia","Central Asia",1,0,2,37,39
1999-12-31,"Asia","South-Eastern Asia",1,0,321,182,503
1999-12-31,"Asia","Southern Asia",1,0,0,46,46
1999-12-31,"Asia","Western Asia",6,7441,35,433,7909
1999-12-31,"Europe","Southern Europe",3,0,3705,65,3770
1999-12-31,"South America","Caribbean",1,0,244,0,244
1999-12-31,"South America","Central America",1,0,15,5,20
2000-01-31,"Africa","Middle Africa",3,429,10,82,521
2000-01-31,"Africa","Northern Africa",1,27,79,205,311
2000-01-31,"Africa","Western Africa",1,4601,4,243,4848
2000-01-31,"Asia","Central Asia",1,0,1,30,31
2000-01-31,"Asia","South-Eastern Asia",1,4,481,184,669
2000-01-31,"Asia","Southern Asia",1,0,0,46,46
2000-01-31,"Asia","Western Asia",6,7648,33,443,8124
2000-01-31,"Europe","Southern Europe",3,0,3713,66,3779
2000-01-31,"South America","Caribbean",1,0,241,0,241
2000-01-31,"South America","Central America",1,0,50,20,70
2000-02-28,"Africa","Middle Africa",3,186,4,84,274
2000-02-28,"Africa","Northern Africa",1,27,80,208,315
2000-02-28,"Africa","Western Africa",1,4652,6,1049,5707
2000-02-28,"Asia","Central Asia",1,0,3,26,29
2000-02-28,"Asia","South-Eastern Asia",1,6837,651,192,7680
2000-02-28,"Asia","Southern Asia",1,0,0,46,46
2000-02-28,"Asia","Western Asia",6,7647,35,439,8121
2000-02-28,"Europe","Southern Europe",3,0,4215,68,4283
2000-02-28,"South America","Caribbean",1,0,215,0,215
2000-02-28,"South America","Central America",1,0,50,20,70
2000-03-31,"Africa","Middle Africa",3,1,4,108,113
2000-03-31,"Africa","Northern Africa",1,25,82,203,310
2000-03-31,"Africa","Western Africa",1,7217,9,271,7497
2000-03-31,"Asia","Central Asia",1,0,2,23,25
2000-03-31,"Asia","South-Eastern Asia",1,7342,934,199,8475
2000-03-31,"Asia","Southern Asia",1,0,0,45,45
2000-03-31,"Asia","Western Asia",6,7622,35,447,8104
2000-03-31,"Europe","Southern Europe",3,0,4710,68,4778
2000-03-31,"South America","Central America",1,0,50,20,70
2000-04-30,"Africa","Middle Africa",3,1,4,128,133
2000-04-30,"Africa","Northern Africa",1,25,80,203,308
2000-04-30,"Africa","Western Africa",1,8158,19,270,8447
2000-04-30,"Asia","Central Asia",1,0,2,18,20
2000-04-30,"Asia","South-Eastern Asia",1,8043,1027,199,9269
2000-04-30,"Asia","Southern Asia",1,0,0,45,45
2000-04-30,"Asia","Western Asia",6,7703,33,450,8186
2000-04-30,"Europe","Southern Europe",3,0,4889,71,4960
2000-04-30,"South America","Central America",1,0,50,20,70
2000-05-31,"Africa","Middle Africa",3,1,4,221,226
2000-05-31,"Africa","Northern Africa",1,27,80,216,323
2000-05-31,"Africa","Western Africa",1,11436,24,260,11720
2000-05-31,"Asia","Central Asia",1,0,0,5,5
2000-05-31,"Asia","South-Eastern Asia",1,8387,1216,195,9798
2000-05-31,"Asia","Southern Asia",1,0,0,46,46
2000-05-31,"Asia","Western Asia",6,7636,32,451,8119
2000-05-31,"Europe","Southern Europe",3,0,5214,68,5282
2000-05-31,"South America","Caribbean",1,0,1,0,1
2000-05-31,"South America","Central America",1,0,48,19,67
2000-06-30,"Africa","Middle Africa",3,0,6,259,265
2000-06-30,"Africa","Northern Africa",1,27,80,216,323
2000-06-30,"Africa","Western Africa",1,12179,34,260,12473
2000-06-30,"Asia","Central Asia",1,0,0,1,1
2000-06-30,"Asia","South-Eastern Asia",1,7901,1303,189,9393
2000-06-30,"Asia","Southern Asia",1,0,0,45,45
2000-06-30,"Asia","Western Asia",6,8058,31,449,8538
2000-06-30,"Europe","Southern Europe",3,0,5468,68,5536
2000-06-30,"South America","Caribbean",1,0,1,0,1
2000-06-30,"South America","Central America",1,0,42,19,61
2000-07-31,"Africa","Eastern Africa",1,0,0,2,2
2000-07-31,"Africa","Middle Africa",3,0,4,272,276
2000-07-31,"Africa","Northern Africa",1,27,34,216,277
2000-07-31,"Africa","Western Africa",1,12187,34,260,12481
2000-07-31,"Asia","South-Eastern Asia",1,7905,1274,179,9358
2000-07-31,"Asia","Southern Asia",1,0,0,46,46
2000-07-31,"Asia","Western Asia",6,8780,32,448,9260
2000-07-31,"Europe","Southern Europe",3,0,5631,68,5699
2000-07-31,"South America","Central America",1,0,47,20,67
2000-08-31,"Africa","Eastern Africa",1,0,0,8,8
2000-08-31,"Africa","Middle Africa",2,0,3,265,268
2000-08-31,"Africa","Northern Africa",1,27,34,216,277
2000-08-31,"Africa","Western Africa",1,12183,34,260,12477
2000-08-31,"Asia","South-Eastern Asia",1,7722,1342,167,9231
2000-08-31,"Asia","Southern Asia",1,0,0,46,46
2000-08-31,"Asia","Western Asia",6,8809,35,451,9295
2000-08-31,"Europe","Southern Europe",3,0,5706,69,5775
2000-08-31,"South America","Central America",1,0,47,18,65
2000-09-30,"Africa","Eastern Africa",1,0,0,58,58
2000-09-30,"Africa","Middle Africa",1,0,0,245,245
2000-09-30,"Africa","Northern Africa",1,27,34,216,277
2000-09-30,"Africa","Western Africa",1,12262,34,260,12556
2000-09-30,"Asia","South-Eastern Asia",1,7710,1420,177,9307
2000-09-30,"Asia","Southern Asia",1,0,0,45,45
2000-09-30,"Asia","Western Asia",6,8907,34,451,9392
2000-09-30,"Europe","Southern Europe",3,0,5801,69,5870
2000-09-30,"South America","Central America",1,0,44,9,53
2000-10-31,"Africa","Eastern Africa",1,0,0,100,100
2000-10-31,"Africa","Middle Africa",1,24,0,218,242
2000-10-31,"Africa","Northern Africa",1,27,47,213,287
2000-10-31,"Africa","Western Africa",1,12262,34,248,12544
2000-10-31,"Asia","South-Eastern Asia",1,7713,1417,163,9293
2000-10-31,"Asia","Southern Asia",1,0,0,46,46
2000-10-31,"Asia","Western Asia",6,8905,34,450,9389
2000-10-31,"Europe","Southern Europe",3,0,5954,71,6025
2000-10-31,"South America","Central America",1,0,44,14,58
2000-11-30,"Africa","Eastern Africa",1,289,0,137,426
2000-11-30,"Africa","Middle Africa",1,24,0,200,224
2000-11-30,"Africa","Northern Africa",1,27,31,215,273
2000-11-30,"Africa","Western Africa",1,12260,34,233,12527
2000-11-30,"Asia","South-Eastern Asia",1,7716,1439,156,9311
