"date","mission","mission.country","mission.iso3.alpha","mission.hq","mission.hq.long","mission.hq.lat","mission.continent","mission.un.region","mission.nam","mission.g77","mission.au","mission.arab.league","mission.oic","mission.cis","mission.g20","mission.eu","n.contributors","troops","police","observers","total"
2002-02-28,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1202,35,NA,1237
2002-02-28,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,192,1097
2002-02-28,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1595,3,1598
2002-02-28,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,51,NA,4731,38,4769
2002-02-28,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-02-28,"UNTAET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,48,5942,1223,119,7284
2002-02-28,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,157,157
2002-02-28,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1040,NA,NA,1040
2002-02-28,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-02-28,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,38,17101,69,258,17428
2002-02-28,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,3657,NA,NA,3657
2002-03-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,109,109
2002-03-31,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,46,3173,14,457,3644
2002-03-31,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,45,3738,NA,218,3956
2002-03-31,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,10,NA,11,4,15
2002-03-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,29,27,24,205,256
2002-03-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1204,35,NA,1239
2002-03-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,198,1103
2002-03-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1599,3,1602
2002-03-31,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,51,NA,4472,38,4510
2002-03-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-03-31,"UNTAET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,48,6281,1288,118,7687
2002-03-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,155,155
2002-03-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1040,NA,NA,1040
2002-03-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,43,43
2002-03-31,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,38,17109,87,259,17455
2002-03-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,3642,NA,NA,3642
2002-04-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,110,110
2002-04-30,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,46,3212,14,457,3683
2002-04-30,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,45,3893,NA,216,4109
2002-04-30,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,10,NA,11,4,15
2002-04-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,29,27,24,206,257
2002-04-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1202,35,NA,1237
2002-04-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,193,1098
2002-04-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1553,3,1556
2002-04-30,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,4515,37,4552
2002-04-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-04-30,"UNTAET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,47,6442,1278,120,7840
2002-04-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,152,152
2002-04-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1030,NA,NA,1030
2002-04-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-04-30,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,38,17129,89,259,17477
2002-04-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,3635,NA,NA,3635
2002-05-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,108,108
2002-05-31,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,46,3257,14,460,3731
2002-05-31,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,45,3940,NA,214,4154
2002-05-31,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,9,NA,10,4,14
2002-05-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,30,27,24,216,267
2002-05-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1206,35,NA,1241
2002-05-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,904,NA,193,1097
2002-05-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1536,3,1539
2002-05-31,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,4436,39,4475
2002-05-31,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,45,5082,1108,117,6307
2002-05-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-05-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,139,139
2002-05-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1037,NA,NA,1037
2002-05-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-05-31,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,38,17128,90,258,17476
2002-05-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,3638,NA,NA,3638
2002-06-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,106,106
2002-06-30,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,46,3777,15,459,4251
2002-06-30,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,45,3938,NA,214,4152
2002-06-30,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,9,NA,10,4,14
2002-06-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,29,30,26,199,255
2002-06-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1207,35,NA,1242
2002-06-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,904,NA,200,1104
2002-06-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1527,3,1530
2002-06-30,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,49,NA,4510,38,4548
2002-06-30,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,46,4788,939,119,5846
2002-06-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-06-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,143,143
2002-06-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1003,NA,NA,1003
2002-06-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-06-30,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,38,17126,91,257,17474
2002-06-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,3629,NA,NA,3629
2002-07-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,107,107
2002-07-31,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,49,3800,48,445,4293
2002-07-31,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,45,3915,NA,210,4125
2002-07-31,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,9,NA,10,4,14
2002-07-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,29,27,25,201,253
2002-07-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1203,35,NA,1238
2002-07-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,904,NA,195,1099
2002-07-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1455,3,1458
2002-07-31,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,4454,38,4492
2002-07-31,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,46,4574,834,118,5526
2002-07-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-07-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,154,154
2002-07-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1027,NA,NA,1027
2002-07-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,43,43
2002-07-31,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,38,17124,90,241,17455
2002-07-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,3426,NA,NA,3426
2002-08-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,106,106
2002-08-30,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,52,3797,51,454,4302
2002-08-30,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,45,3921,NA,215,4136
2002-08-30,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,9,NA,10,4,14
2002-08-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,28,27,25,189,241
2002-08-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1202,35,NA,1237
2002-08-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,194,1099
2002-08-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1441,3,1444
2002-08-30,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,51,NA,4359,39,4398
2002-08-30,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,45,4542,771,116,5429
2002-08-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-08-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,153,153
2002-08-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,5,1036,NA,NA,1036
2002-08-30,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,39,17010,62,256,17328
2002-08-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-08-30,"UNMA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,4,NA,NA,8,8
2002-08-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,3258,NA,NA,3258
2002-09-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,107,107
2002-09-30,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,52,3803,51,455,4309
2002-09-30,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,44,3917,NA,212,4129
2002-09-30,"MINUGUA","Guatemala","GTM","Guatemala City",-90.55,14.6333,"South America","Central America","1","1",NA,NA,NA,NA,NA,NA,9,NA,10,4,14
2002-09-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,28,24,25,193,242
2002-09-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1210,35,NA,1245
2002-09-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,194,1099
2002-09-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,NA,1414,NA,1414
2002-09-30,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,51,NA,4425,39,4464
2002-09-30,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,44,4478,754,122,5354
2002-09-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,27,27
2002-09-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,154,154
2002-09-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1029,NA,NA,1029
2002-09-30,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,37,17122,62,226,17410
2002-09-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-09-30,"UNMA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,4,NA,NA,8,8
2002-09-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,3310,NA,NA,3310
2002-10-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,106,106
2002-10-31,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,52,3797,51,433,4281
2002-10-31,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,46,3918,NA,212,4130
2002-10-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,28,27,25,181,233
2002-10-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1203,35,NA,1238
2002-10-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,198,1103
2002-10-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,41,NA,848,NA,848
2002-10-31,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,52,NA,4442,39,4481
2002-10-31,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,43,4427,741,114,5282
2002-10-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,24,24
2002-10-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,156,156
2002-10-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1035,NA,NA,1035
2002-10-31,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,36,17043,35,254,17332
2002-10-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,44,44
2002-10-31,"UNMA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,4,NA,NA,8,8
2002-10-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,2700,NA,NA,2700
2002-10-31,"UNAMA","Afghanistan","AFG","Kabul",69.1667,34.5333,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,4,NA,4,2,6
2002-11-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,8,NA,99,107
2002-11-30,"MONUC","DR Congo","COD","Kinshasa",15.3222,-4.325,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,53,3800,51,438,4289
2002-11-30,"UNMEE","Eritrea","ERI","Asmara",38.8367,12.1817,"Africa","Eastern Africa","1","1","1",NA,NA,NA,NA,NA,47,3888,NA,205,4093
2002-11-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,28,27,25,183,235
2002-11-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1209,35,NA,1244
2002-11-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,32,905,NA,200,1105
2002-11-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,41,NA,848,NA,848
2002-11-30,"UNMIK","Serbia","SRB","Pristina",21.1667,42.6667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,51,NA,4442,38,4480
2002-11-30,"UNMISET","Timor-Leste","TLS","Dili",125.567,-8.5667,"Asia","South-Eastern Asia","1","1",NA,NA,NA,NA,NA,NA,43,3890,741,120,4751
2002-11-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,25,25
2002-11-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,151,151
2002-11-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,6,1043,NA,NA,1043
2002-11-30,"UNAMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,37,16587,35,252,16874
2002-11-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,9,NA,NA,45,45
2002-11-30,"UNMA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,4,NA,NA,8,8
2002-11-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,8,2622,NA,NA,2622
