"date","mission","mission.country","mission.iso3.alpha","mission.hq","mission.hq.long","mission.hq.lat","mission.continent","mission.un.region","mission.nam","mission.g77","mission.au","mission.arab.league","mission.oic","mission.cis","mission.g20","mission.eu","n.contributors","troops","police","observers","total"
1997-11-30,"UNTMIH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,12,1193,156,NA,1349
1997-11-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,155,155
1997-11-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1048,NA,NA,1048
1997-11-30,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,9,NA,NA,44,44
1997-11-30,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,29,2225,346,219,2790
1997-11-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,44,44
1997-11-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4474,NA,NA,4474
1997-11-30,"UNPF","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,1,45,NA,NA,45
1997-12-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,106,106
1997-12-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,25,21,68,200,289
1997-12-31,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,10,NA,279,NA,279
1997-12-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",9,1217,35,NA,1252
1997-12-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,890,NA,192,1082
1997-12-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,41,3,2018,NA,2021
1997-12-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1997-12-31,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,748,25,34,807
1997-12-31,"UNTAES","Croatia","HRV","Vukovar",19.0033,45.35,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,28,716,344,97,1157
1997-12-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,153,153
1997-12-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1049,NA,NA,1049
1997-12-31,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,12,NA,NA,59,59
1997-12-31,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,28,1558,361,164,2083
1997-12-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,46,46
1997-12-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4470,NA,NA,4470
1997-12-31,"UNTMIH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,1,NA,7,NA,7
1998-01-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,106,106
1998-01-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,21,78,202,301
1998-01-31,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,10,NA,279,NA,279
1998-01-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",9,1219,35,NA,1254
1998-01-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,917,NA,193,1110
1998-01-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,42,3,1850,NA,1853
1998-01-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-01-31,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,470,25,35,530
1998-01-31,"UNTAES","Croatia","HRV","Vukovar",19.0033,45.35,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,23,18,286,8,312
1998-01-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,154,154
1998-01-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1046,NA,NA,1046
1998-01-31,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,12,NA,NA,56,56
1998-01-31,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,27,1202,341,115,1658
1998-01-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,44,44
1998-01-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4463,NA,NA,4463
1998-01-31,"UNTMIH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,1,NA,7,NA,7
1998-02-28,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,105,105
1998-02-28,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,21,78,203,302
1998-02-28,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,10,NA,286,NA,286
1998-02-28,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",9,1222,35,NA,1257
1998-02-28,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,917,NA,192,1109
1998-02-28,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,42,3,2019,NA,2022
1998-02-28,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-02-28,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,801,25,35,861
1998-02-28,"UNTAES","Croatia","HRV","Vukovar",19.0033,45.35,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,24,86,214,3,303
1998-02-28,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,157,157
1998-02-28,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1053,NA,NA,1053
1998-02-28,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,12,NA,NA,62,62
1998-02-28,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,27,905,347,101,1353
1998-02-28,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,44,44
1998-02-28,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4466,NA,NA,4466
1998-02-28,"UNTMIH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,1,NA,7,NA,7
1998-03-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,96,96
1998-03-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,21,78,196,295
1998-03-31,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,10,NA,280,NA,280
1998-03-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",9,1246,34,NA,1280
1998-03-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,892,NA,193,1085
1998-03-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,40,3,1974,NA,1977
1998-03-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-03-31,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,749,25,35,809
1998-03-31,"UNPSG","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,20,31,171,3,205
1998-03-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,153,153
1998-03-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1033,NA,NA,1033
1998-03-31,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,12,NA,NA,68,68
1998-03-31,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,27,945,338,93,1376
1998-03-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,44,44
1998-03-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4512,NA,NA,4512
1998-03-31,"UNTMIH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,1,NA,7,NA,7
1998-04-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,91,91
1998-04-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,27,78,200,305
1998-04-30,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,11,NA,286,NA,286
1998-04-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",9,1224,35,NA,1259
1998-04-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,892,NA,193,1085
1998-04-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,42,3,1929,NA,1932
1998-04-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-04-30,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,752,26,35,813
1998-04-30,"UNPSG","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,20,31,167,3,201
1998-04-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,155,155
1998-04-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1032,NA,NA,1032
1998-04-30,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,12,NA,NA,69,69
1998-04-30,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,27,921,346,94,1361
1998-04-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,44,44
1998-04-30,"MINURCA","Central African Republic","CAF","Bangui",18.5833,4.3667,"Africa","Middle Africa","1","1",NA,NA,NA,NA,NA,NA,10,1343,8,NA,1351
1998-04-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4533,NA,NA,4533
1998-05-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,83,83
1998-05-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,61,78,200,339
1998-05-31,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,11,NA,292,NA,292
1998-05-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",9,1212,35,NA,1247
1998-05-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,908,NA,194,1102
1998-05-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,41,3,1969,NA,1972
1998-05-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-05-31,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,754,26,35,815
1998-05-31,"UNPSG","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,21,31,168,3,202
1998-05-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,161,161
1998-05-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,4,1060,NA,NA,1060
1998-05-31,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,12,NA,NA,74,74
1998-05-31,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,28,907,341,88,1336
1998-05-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,43,43
1998-05-31,"MINURCA","Central African Republic","CAF","Bangui",18.5833,4.3667,"Africa","Middle Africa","1","1",NA,NA,NA,NA,NA,NA,11,1345,10,NA,1355
1998-05-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4467,NA,NA,4467
1998-06-30,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,81,81
1998-06-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,117,78,202,397
1998-06-30,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,11,NA,291,NA,291
1998-06-30,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,31,727,406,88,1221
1998-06-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1233,34,NA,1267
1998-06-30,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,923,NA,198,1121
1998-06-30,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,42,3,1952,NA,1955
1998-06-30,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-06-30,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,748,26,35,809
1998-06-30,"UNPSG","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,21,31,170,4,205
1998-06-30,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,163,163
1998-06-30,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,5,1046,NA,NA,1046
1998-06-30,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,14,NA,1,81,82
1998-06-30,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,43,43
1998-06-30,"MINURCA","Central African Republic","CAF","Bangui",18.5833,4.3667,"Africa","Middle Africa","1","1",NA,NA,NA,NA,NA,NA,12,1488,17,NA,1505
1998-06-30,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4480,NA,NA,4480
1998-07-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,91,91
1998-07-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,27,204,78,201,483
1998-07-31,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,11,NA,294,NA,294
1998-07-31,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,31,701,402,87,1190
1998-07-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1234,35,NA,1269
1998-07-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,907,NA,193,1100
1998-07-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,42,3,1973,NA,1976
1998-07-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,27,27
1998-07-31,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,739,26,34,799
1998-07-31,"UNPSG","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,21,31,164,4,199
1998-07-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,154,154
1998-07-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,5,1044,NA,NA,1044
1998-07-31,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,14,NA,1,75,76
1998-07-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,44,44
1998-07-31,"MINURCA","Central African Republic","CAF","Bangui",18.5833,4.3667,"Africa","Middle Africa","1","1",NA,NA,NA,NA,NA,NA,12,1471,20,NA,1491
1998-07-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4469,NA,NA,4469
1998-07-31,"UNOMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,3,NA,NA,10,10
1998-08-31,"UNOMIG","Georgia","GEO","SukhumI",41.0153,43.0033,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,85,85
1998-08-31,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,28,248,79,201,528
1998-08-31,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,11,NA,291,NA,291
1998-08-31,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,31,653,384,90,1127
1998-08-31,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1239,35,NA,1274
1998-08-31,"UNIKOM","Iraq","IRQ","Umm Qasr",47.9294,30.0342,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,33,908,NA,193,1101
1998-08-31,"UNMIBH","Bosnia and Herzegovina","BIH","Sarajevo",18.4167,43.8667,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,43,3,1969,NA,1972
1998-08-31,"UNMOP","Croatia","HRV","Cavtat",18.2167,42.5667,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,28,28
1998-08-31,"UNPREDEP","Macedonia","MKD","Skopje",21.4333,42,"Europe","Southern Europe",NA,"1",NA,NA,NA,NA,NA,NA,27,777,26,35,838
1998-08-31,"UNPSG","Croatia","HRV","Zagreb",15.9833,45.8167,"Europe","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,20,32,150,3,185
1998-08-31,"UNTSO","Israel","ISR","Jerusalem",35.2167,31.7833,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,151,151
1998-08-31,"UNDOF","Syrian Arab Republic","SYR","Camp Faouar",35.9211,33.2367,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,5,1042,NA,NA,1042
1998-08-31,"UNMOT","Tajikistan","TJK","Dushanbe",68.78,38.5367,"Asia","Central Asia",NA,"1",NA,NA,"1","1",NA,NA,14,NA,2,70,72
1998-08-31,"UNMOGIP","Pakistan","PAK","Islamabad",73.0667,33.7167,"Asia","Southern Asia","1","1",NA,NA,"1",NA,NA,NA,8,NA,NA,46,46
1998-08-31,"MINURCA","Central African Republic","CAF","Bangui",18.5833,4.3667,"Africa","Middle Africa","1","1",NA,NA,NA,NA,NA,NA,12,1472,20,NA,1492
1998-08-31,"UNIFIL","Lebanon","LBN","Naquora",35.1342,33.12,"Asia","Western Asia","1","1",NA,"1","1",NA,NA,NA,9,4455,NA,NA,4455
1998-08-31,"UNOMSIL","Sierra Leone","SLE","Freetown",-13.2344,8.4844,"Africa","Western Africa","1","1","1",NA,"1",NA,NA,NA,5,15,NA,18,33
1998-09-30,"MINURSO","Western Sahara","ESH","Laayoune",-13.2033,27.1536,"Africa","Northern Africa",NA,NA,"1",NA,NA,NA,NA,NA,28,250,81,200,531
1998-09-30,"MIPONUH","Haiti","HTI","Port-au-Prince",-72.3333,18.5333,"South America","Caribbean","1","1",NA,NA,NA,NA,NA,NA,11,NA,281,NA,281
1998-09-30,"MONUA","Angola","AGO","Luanda",13.2344,-8.8383,"Africa","Middle Africa","1","1","1",NA,NA,NA,NA,NA,32,634,373,87,1094
1998-09-30,"UNFICYP","Cyprus","CYP","Nicosia",33.3667,35.1667,"Asia","Western Asia",NA,NA,NA,NA,NA,NA,NA,"1",10,1230,33,NA,1263
